RegionName,Time,Rent,Sales
"Tampa, FL",2011-12,742.5,50200
"Tampa, FL",2012-01,750,50200
"Tampa, FL",2012-02,750,50600
"Tampa, FL",2012-03,764.5,51500
"Tampa, FL",2012-04,750,52400
"Tampa, FL",2012-05,750,53300
"Tampa, FL",2012-06,750,54800
"Tampa, FL",2012-07,750,56600
"Tampa, FL",2012-08,760,57800
"Tampa, FL",2012-09,769,58600
"Tampa, FL",2012-10,764,59400
"Tampa, FL",2012-11,768.5,59700
"Tampa, FL",2012-12,759,60000
"Tampa, FL",2013-01,749,60700
"Tampa, FL",2013-02,762,61800
"Tampa, FL",2013-03,780,63000
"Tampa, FL",2013-04,775,64000
"Tampa, FL",2013-05,762,65000
"Tampa, FL",2013-06,750,66300
"Tampa, FL",2013-07,749,67600
"Tampa, FL",2013-08,750,68200
"Tampa, FL",2013-09,750,68500
"Tampa, FL",2013-10,795,69100
"Tampa, FL",2013-11,795,69700
"Tampa, FL",2013-12,800,70200
"Tampa, FL",2014-01,800,70800
"Tampa, FL",2014-02,795,71300
"Tampa, FL",2014-03,795,71600
"Tampa, FL",2014-04,799,72100
"Tampa, FL",2014-05,825,72900
"Tampa, FL",2014-06,825,73100
"Tampa, FL",2014-07,809,73000
"Tampa, FL",2014-08,819,73200
"Tampa, FL",2014-09,825,73600
"Tampa, FL",2014-10,825,74100
"Tampa, FL",2014-11,825,75000
"Tampa, FL",2014-12,825,75900
"Tampa, FL",2015-01,845,76500
"Tampa, FL",2015-02,850,76800
"Tampa, FL",2015-03,852,77300
"Tampa, FL",2015-04,895,77800
"Tampa, FL",2015-05,899,78400
"Tampa, FL",2015-06,895,79500
"Tampa, FL",2015-07,886.5,80800
"Tampa, FL",2015-08,895,82300
"Tampa, FL",2015-09,899,83800
"Baltimore, MD",2011-12,1195,131300
"Baltimore, MD",2012-01,1275,130900
"Baltimore, MD",2012-02,1172.5,130700
"Baltimore, MD",2012-03,1155,129800
"Baltimore, MD",2012-04,1100,129400
"Baltimore, MD",2012-05,1085,130200
"Baltimore, MD",2012-06,1138.5,131100
"Baltimore, MD",2012-07,1125,131500
"Baltimore, MD",2012-08,1235,132500
"Baltimore, MD",2012-09,1250,133000
"Baltimore, MD",2012-10,1194,134000
"Baltimore, MD",2012-11,1191.5,135100
"Baltimore, MD",2012-12,1140,136000
"Baltimore, MD",2013-01,1169,136600
"Baltimore, MD",2013-02,1160,137900
"Baltimore, MD",2013-03,1165,138600
"Baltimore, MD",2013-04,1205,138200
"Baltimore, MD",2013-05,1200,138500
"Baltimore, MD",2013-06,1125,140000
"Baltimore, MD",2013-07,1000,140900
"Baltimore, MD",2013-08,1069,141700
"Baltimore, MD",2013-09,999,143200
"Baltimore, MD",2013-10,1000,143300
"Baltimore, MD",2013-11,1080,142900
"Baltimore, MD",2013-12,1195,143400
"Baltimore, MD",2014-01,1177,144000
"Baltimore, MD",2014-02,1149,144100
"Baltimore, MD",2014-03,1145,147200
"Baltimore, MD",2014-04,1199,151400
"Baltimore, MD",2014-05,1250,153800
"Baltimore, MD",2014-06,1250,155500
"Baltimore, MD",2014-07,1285,157000
"Baltimore, MD",2014-08,1340,156600
"Baltimore, MD",2014-09,1155,155000
"Baltimore, MD",2014-10,1109,153900
"Baltimore, MD",2014-11,1139,153400
"Baltimore, MD",2014-12,1103,151800
"Baltimore, MD",2015-01,1080,149200
"Baltimore, MD",2015-02,1107,148000
"Baltimore, MD",2015-03,1150,147500
"Baltimore, MD",2015-04,1120,145700
"Baltimore, MD",2015-05,1100,143900
"Baltimore, MD",2015-06,1121,143100
"Baltimore, MD",2015-07,1160,143100
"Baltimore, MD",2015-08,1170.5,143800
"Baltimore, MD",2015-09,1150,144800
"Denver, CO",2010-09,750,136400
"Denver, CO",2010-10,777.5,136200
"Denver, CO",2010-11,783,136000
"Denver, CO",2010-12,826.5,135700
"Denver, CO",2011-01,800,135300
"Denver, CO",2011-02,820,135000
"Denver, CO",2011-03,852.5,134700
"Denver, CO",2011-04,840,134300
"Denver, CO",2011-05,845,133800
"Denver, CO",2011-06,795,133100
"Denver, CO",2011-07,802,132200
"Denver, CO",2011-08,825,131700
"Denver, CO",2011-09,825,131500
"Denver, CO",2011-10,795,131500
"Denver, CO",2011-11,795,132100
"Denver, CO",2011-12,825,133100
"Denver, CO",2012-01,825,133800
"Denver, CO",2012-02,849,134300
"Denver, CO",2012-03,891.5,134600
"Denver, CO",2012-04,895,134700
"Denver, CO",2012-05,915,135300
"Denver, CO",2012-06,935,136300
"Denver, CO",2012-07,943.5,137000
"Denver, CO",2012-08,975,137400
"Denver, CO",2012-09,985,138000
"Denver, CO",2012-10,962,138800
"Denver, CO",2012-11,945,139700
"Denver, CO",2012-12,939,140900
"Denver, CO",2013-01,930,142200
"Denver, CO",2013-02,952,143100
"Denver, CO",2013-03,955,143700
"Denver, CO",2013-04,950,144700
"Denver, CO",2013-05,920,146100
"Denver, CO",2013-06,900,147500
"Denver, CO",2013-07,963,149100
"Denver, CO",2013-08,975,150500
"Denver, CO",2013-09,975,152300
"Denver, CO",2013-10,989,154300
"Denver, CO",2013-11,1000,156000
"Denver, CO",2013-12,1035,157500
"Denver, CO",2014-01,1025,159500
"Denver, CO",2014-02,1015,161500
"Denver, CO",2014-03,1005,163400
"Denver, CO",2014-04,1065,165400
"Denver, CO",2014-05,1106.5,167700
"Denver, CO",2014-06,1125,169700
"Denver, CO",2014-07,1139,171500
"Denver, CO",2014-08,1200,173400
"Denver, CO",2014-09,1200,175300
"Denver, CO",2014-10,1207,177100
"Denver, CO",2014-11,1230,179100
"Denver, CO",2014-12,1245,181200
"Denver, CO",2015-01,1247.5,183200
"Denver, CO",2015-02,1295,185900
"Denver, CO",2015-03,1275,189200
"Denver, CO",2015-04,1285,192800
"Denver, CO",2015-05,1300,196400
"Denver, CO",2015-06,1320,199400
"Denver, CO",2015-07,1342,202600
"Denver, CO",2015-08,1346,206100
"Denver, CO",2015-09,1340,209300
"Pittsburgh, PA",2011-09,595,81300
"Pittsburgh, PA",2011-10,575,81900
"Pittsburgh, PA",2011-11,559,82800
"Pittsburgh, PA",2011-12,589,83600
"Pittsburgh, PA",2012-01,600,83600
"Pittsburgh, PA",2012-02,625,83200
"Pittsburgh, PA",2012-03,650,82800
"Pittsburgh, PA",2012-04,692.5,82400
"Pittsburgh, PA",2012-05,662,82100
"Pittsburgh, PA",2012-06,659,82000
"Pittsburgh, PA",2012-07,600,82100
"Pittsburgh, PA",2012-08,595,82200
"Pittsburgh, PA",2012-09,595,82000
"Pittsburgh, PA",2012-10,579,81300
"Pittsburgh, PA",2012-11,595,80300
"Pittsburgh, PA",2012-12,595,79200
"Pittsburgh, PA",2013-01,625,78300
"Pittsburgh, PA",2013-02,649.5,77900
"Pittsburgh, PA",2013-03,727.5,77900
"Pittsburgh, PA",2013-04,750,78400
"Pittsburgh, PA",2013-05,750,79100
"Pittsburgh, PA",2013-06,699.5,79400
"Pittsburgh, PA",2013-07,725,79600
"Pittsburgh, PA",2013-08,702.5,80000
"Pittsburgh, PA",2013-09,650,81900
"Pittsburgh, PA",2013-10,650,85100
"Pittsburgh, PA",2013-11,595,88200
"Pittsburgh, PA",2013-12,625,90900
"Pittsburgh, PA",2014-01,675,93700
"Pittsburgh, PA",2014-02,697,95400
"Pittsburgh, PA",2014-03,700,96700
"Pittsburgh, PA",2014-04,745,97800
"Pittsburgh, PA",2014-05,797,99000
"Pittsburgh, PA",2014-06,789.5,100700
"Pittsburgh, PA",2014-07,775,102200
"Pittsburgh, PA",2014-08,795,102800
"Pittsburgh, PA",2014-09,770,102800
"Pittsburgh, PA",2014-10,800,103000
"Pittsburgh, PA",2014-11,800,103400
"Pittsburgh, PA",2014-12,795,103200
"Pittsburgh, PA",2015-01,775,103200
"Pittsburgh, PA",2015-02,785,103900
"Pittsburgh, PA",2015-03,800,104000
"Pittsburgh, PA",2015-04,825,104200
"Pittsburgh, PA",2015-05,850,105200
"Pittsburgh, PA",2015-06,815,106700
"Pittsburgh, PA",2015-07,799,108100
"Pittsburgh, PA",2015-08,777.5,109300
"Pittsburgh, PA",2015-09,765,110400
"Portland, OR",2011-10,795,192000
"Portland, OR",2011-11,760,192400
"Portland, OR",2011-12,762.5,192700
"Portland, OR",2012-01,829,193000
"Portland, OR",2012-02,795,193300
"Portland, OR",2012-03,820,193700
"Portland, OR",2012-04,820,194800
"Portland, OR",2012-05,830,196900
"Portland, OR",2012-06,830,199000
"Portland, OR",2012-07,830,200100
"Portland, OR",2012-08,845,201500
"Portland, OR",2012-09,858,203600
"Portland, OR",2012-10,850,205600
"Portland, OR",2012-11,850,206900
"Portland, OR",2012-12,850,208600
"Portland, OR",2013-01,825,210400
"Portland, OR",2013-02,865,211900
"Portland, OR",2013-03,900,213500
"Portland, OR",2013-04,895,215600
"Portland, OR",2013-05,912.5,218300
"Portland, OR",2013-06,927,221400
"Portland, OR",2013-07,970,224700
"Portland, OR",2013-08,975,227300
"Portland, OR",2013-09,1035,229100
"Portland, OR",2013-10,985,230900
"Portland, OR",2013-11,995,233000
"Portland, OR",2013-12,956,235100
"Portland, OR",2014-01,950,237500
"Portland, OR",2014-02,940,240100
"Portland, OR",2014-03,945,242400
"Portland, OR",2014-04,985,245300
"Portland, OR",2014-05,1025,248100
"Portland, OR",2014-06,1025,250100
"Portland, OR",2014-07,1095,251800
"Portland, OR",2014-08,1045,253700
"Portland, OR",2014-09,1075,255700
"Portland, OR",2014-10,1065,258600
"Portland, OR",2014-11,1095,261600
"Portland, OR",2014-12,1095,263300
"Portland, OR",2015-01,1120,263600
"Portland, OR",2015-02,1150,264300
"Portland, OR",2015-03,1150,266300
"Portland, OR",2015-04,1174,269800
"Portland, OR",2015-05,1151,274200
"Portland, OR",2015-06,1225,278400
"Portland, OR",2015-07,1275,282900
"Portland, OR",2015-08,1295,287300
"Portland, OR",2015-09,1300,290700
"Sacramento, CA",2010-09,695,95200
"Sacramento, CA",2010-10,695,94600
"Sacramento, CA",2010-11,692.5,93700
"Sacramento, CA",2010-12,695,92000
"Sacramento, CA",2011-01,695,89600
"Sacramento, CA",2011-02,695,87600
"Sacramento, CA",2011-03,695,85500
"Sacramento, CA",2011-04,695,83700
"Sacramento, CA",2011-05,725,81900
"Sacramento, CA",2011-06,720,80600
"Sacramento, CA",2011-07,725,79800
"Sacramento, CA",2011-08,715,79500
"Sacramento, CA",2011-09,715,79500
"Sacramento, CA",2011-10,714,80000
"Sacramento, CA",2011-11,697,80900
"Sacramento, CA",2011-12,705,81300
"Sacramento, CA",2012-01,699,81400
"Sacramento, CA",2012-02,700,82000
"Sacramento, CA",2012-03,725,82600
"Sacramento, CA",2012-04,725,82700
"Sacramento, CA",2012-05,701,82700
"Sacramento, CA",2012-06,700,82900
"Sacramento, CA",2012-07,699,82700
"Sacramento, CA",2012-08,750,82000
"Sacramento, CA",2012-09,765,81500
"Sacramento, CA",2012-10,761,82000
"Sacramento, CA",2012-11,771,83700
"Sacramento, CA",2012-12,765,85400
"Sacramento, CA",2013-01,750,86700
"Sacramento, CA",2013-02,775,87500
"Sacramento, CA",2013-03,765,88600
"Sacramento, CA",2013-04,790,92000
"Sacramento, CA",2013-05,760,96900
"Sacramento, CA",2013-06,749,101500
"Sacramento, CA",2013-07,761,105800
"Sacramento, CA",2013-08,765,109400
"Sacramento, CA",2013-09,750,111900
"Sacramento, CA",2013-10,750,115100
"Sacramento, CA",2013-11,750,118800
"Sacramento, CA",2013-12,725,121600
"Sacramento, CA",2014-01,750,122700
"Sacramento, CA",2014-02,750,123300
"Sacramento, CA",2014-03,750,125000
"Sacramento, CA",2014-04,750,127200
"Sacramento, CA",2014-05,750,128400
"Sacramento, CA",2014-06,770,129000
"Sacramento, CA",2014-07,780,130100
"Sacramento, CA",2014-08,797,131100
"Sacramento, CA",2014-09,825,131700
"Sacramento, CA",2014-10,809.5,132500
"Sacramento, CA",2014-11,825,133000
"Sacramento, CA",2014-12,810,132600
"Sacramento, CA",2015-01,809.5,131900
"Sacramento, CA",2015-02,850,131300
"Sacramento, CA",2015-03,860,130600
"Sacramento, CA",2015-04,875,129600
"Sacramento, CA",2015-05,876,129200
"Sacramento, CA",2015-06,850,130300
"Sacramento, CA",2015-07,850,133200
"Sacramento, CA",2015-08,925,136700
"Sacramento, CA",2015-09,925,140600
"San Antonio, TX",2011-12,670,89000
"San Antonio, TX",2012-01,675,92400
"San Antonio, TX",2012-02,715,94400
"San Antonio, TX",2012-03,729.5,95500
"San Antonio, TX",2012-04,695,92600
"San Antonio, TX",2012-05,694,85600
"San Antonio, TX",2012-06,689,80800
"San Antonio, TX",2012-07,699,79100
"San Antonio, TX",2012-08,730,76200
"San Antonio, TX",2012-09,725,73100
"San Antonio, TX",2012-10,708,70900
"San Antonio, TX",2012-11,710,69800
"San Antonio, TX",2012-12,699,69500
"San Antonio, TX",2013-01,711,69900
"San Antonio, TX",2013-02,715,70300
"San Antonio, TX",2013-03,733,70600
"San Antonio, TX",2013-04,750,72000
"San Antonio, TX",2013-05,732,74600
"San Antonio, TX",2013-06,731.5,76500
"San Antonio, TX",2013-07,729,76200
"San Antonio, TX",2013-08,750,75000
"San Antonio, TX",2013-09,770,73700
"San Antonio, TX",2013-10,779,72700
"San Antonio, TX",2013-11,779,72300
"San Antonio, TX",2013-12,790,71400
"San Antonio, TX",2014-01,800,70600
"San Antonio, TX",2014-02,800,70800
"San Antonio, TX",2014-03,800,69800
"San Antonio, TX",2014-04,800,66300
"San Antonio, TX",2014-05,775,63000
"San Antonio, TX",2014-06,795,61300
"San Antonio, TX",2014-07,788,60100
"San Antonio, TX",2014-08,785,59700
"San Antonio, TX",2014-09,780,59800
"San Antonio, TX",2014-10,775,60400
"San Antonio, TX",2014-11,778,61100
"San Antonio, TX",2014-12,785,61100
"San Antonio, TX",2015-01,780,60700
"San Antonio, TX",2015-02,789,61000
"San Antonio, TX",2015-03,777,61400
"San Antonio, TX",2015-04,775,61700
"San Antonio, TX",2015-05,775,62900
"San Antonio, TX",2015-06,775,64500
"San Antonio, TX",2015-07,780,65400
"San Antonio, TX",2015-08,795,65400
"San Antonio, TX",2015-09,790,65300
"Cincinnati, OH",2011-05,564,67300
"Cincinnati, OH",2011-06,599,67100
"Cincinnati, OH",2011-07,550,66900
"Cincinnati, OH",2011-08,550,66500
"Cincinnati, OH",2011-09,550,65800
"Cincinnati, OH",2011-10,550,65000
"Cincinnati, OH",2011-11,610,64600
"Cincinnati, OH",2011-12,600,64600
"Cincinnati, OH",2012-01,630,64400
"Cincinnati, OH",2012-02,650,64000
"Cincinnati, OH",2012-03,610,63600
"Cincinnati, OH",2012-04,560,63200
"Cincinnati, OH",2012-05,550,63100
"Cincinnati, OH",2012-06,575,63200
"Cincinnati, OH",2012-07,560,63200
"Cincinnati, OH",2012-08,550,63100
"Cincinnati, OH",2012-09,550,63200
"Cincinnati, OH",2012-10,560,63600
"Cincinnati, OH",2012-11,575,63700
"Cincinnati, OH",2012-12,555,63800
"Cincinnati, OH",2013-01,558,64300
"Cincinnati, OH",2013-02,575,64300
"Cincinnati, OH",2013-03,595,64100
"Cincinnati, OH",2013-04,580,64300
"Cincinnati, OH",2013-05,575,64800
"Cincinnati, OH",2013-06,550,65400
"Cincinnati, OH",2013-07,525,66200
"Cincinnati, OH",2013-08,525,66800
"Cincinnati, OH",2013-09,535,67200
"Cincinnati, OH",2013-10,545,67900
"Cincinnati, OH",2013-11,505,69000
"Cincinnati, OH",2013-12,550,69900
"Cincinnati, OH",2014-01,528,70400
"Cincinnati, OH",2014-02,525,70300
"Cincinnati, OH",2014-03,539,70300
"Cincinnati, OH",2014-04,545,70300
"Cincinnati, OH",2014-05,550,71000
"Cincinnati, OH",2014-06,590,72000
"Cincinnati, OH",2014-07,550,73100
"Cincinnati, OH",2014-08,550,73300
"Cincinnati, OH",2014-09,550,72500
"Cincinnati, OH",2014-10,550,71400
"Cincinnati, OH",2014-11,545,71100
"Cincinnati, OH",2014-12,550,71300
"Cincinnati, OH",2015-01,560,72100
"Cincinnati, OH",2015-02,570,74500
"Cincinnati, OH",2015-03,600,77800
"Cincinnati, OH",2015-04,600,80000
"Cincinnati, OH",2015-05,597.5,80600
"Cincinnati, OH",2015-06,590,79200
"Cincinnati, OH",2015-07,575,77500
"Cincinnati, OH",2015-08,575,78000
"Cincinnati, OH",2015-09,595,79700
"Cleveland, OH",2010-10,649,56700
"Cleveland, OH",2010-11,589.5,56400
"Cleveland, OH",2010-12,600,55600
"Cleveland, OH",2011-01,592.5,54700
"Cleveland, OH",2011-02,595,54300
"Cleveland, OH",2011-03,592.5,53800
"Cleveland, OH",2011-04,575,52900
"Cleveland, OH",2011-05,577,51900
"Cleveland, OH",2011-06,575,51800
"Cleveland, OH",2011-07,575,51900
"Cleveland, OH",2011-08,578.5,51700
"Cleveland, OH",2011-09,600,51700
"Cleveland, OH",2011-10,585,52000
"Cleveland, OH",2011-11,545,52300
"Cleveland, OH",2011-12,575,52100
"Cleveland, OH",2012-01,550,51800
"Cleveland, OH",2012-02,575,51800
"Cleveland, OH",2012-03,550,51900
"Cleveland, OH",2012-04,565.5,52800
"Cleveland, OH",2012-05,565.5,54200
"Cleveland, OH",2012-06,569,54800
"Cleveland, OH",2012-07,575,54600
"Cleveland, OH",2012-08,600,55100
"Cleveland, OH",2012-09,600,56200
"Cleveland, OH",2012-10,625,56500
"Cleveland, OH",2012-11,635,56500
"Cleveland, OH",2012-12,615,56800
"Cleveland, OH",2013-01,600,56600
"Cleveland, OH",2013-02,600,55300
"Cleveland, OH",2013-03,635,54300
"Cleveland, OH",2013-04,619,53500
"Cleveland, OH",2013-05,620,53200
"Cleveland, OH",2013-06,589.5,53200
"Cleveland, OH",2013-07,605,53200
"Cleveland, OH",2013-08,585,52800
"Cleveland, OH",2013-09,550,52800
"Cleveland, OH",2013-10,550,53000
"Cleveland, OH",2013-11,550,52900
"Cleveland, OH",2013-12,580,52700
"Cleveland, OH",2014-01,575,52800
"Cleveland, OH",2014-02,553,52700
"Cleveland, OH",2014-03,550,52700
"Cleveland, OH",2014-04,555,52400
"Cleveland, OH",2014-05,565,51700
"Cleveland, OH",2014-06,575,50500
"Cleveland, OH",2014-07,550,50000
"Cleveland, OH",2014-08,575,49900
"Cleveland, OH",2014-09,568,49900
"Cleveland, OH",2014-10,600,49300
"Cleveland, OH",2014-11,625,48700
"Cleveland, OH",2014-12,625,48100
"Cleveland, OH",2015-01,650,48000
"Cleveland, OH",2015-02,720,48800
"Cleveland, OH",2015-03,745,50300
"Cleveland, OH",2015-04,729,51500
"Cleveland, OH",2015-05,745,52700
"Cleveland, OH",2015-06,750,53900
"Cleveland, OH",2015-07,695,54900
"Cleveland, OH",2015-08,650,55700
"Cleveland, OH",2015-09,689,55200
"Las Vegas, NV",2010-10,650,57600
"Las Vegas, NV",2010-11,634,56900
"Las Vegas, NV",2010-12,612,55900
"Las Vegas, NV",2011-01,650,54800
"Las Vegas, NV",2011-02,650,53900
"Las Vegas, NV",2011-03,650,53100
"Las Vegas, NV",2011-04,700,52400
"Las Vegas, NV",2011-05,750,51600
"Las Vegas, NV",2011-06,700,50700
"Las Vegas, NV",2011-07,675,50300
"Las Vegas, NV",2011-08,675,50300
"Las Vegas, NV",2011-09,699,50300
"Las Vegas, NV",2011-10,650,50300
"Las Vegas, NV",2011-11,637,50400
"Las Vegas, NV",2011-12,650,50200
"Las Vegas, NV",2012-01,626,49700
"Las Vegas, NV",2012-02,650,49500
"Las Vegas, NV",2012-03,650,49900
"Las Vegas, NV",2012-04,625,50400
"Las Vegas, NV",2012-05,600,50900
"Las Vegas, NV",2012-06,630,51700
"Las Vegas, NV",2012-07,630,52400
"Las Vegas, NV",2012-08,645,53200
"Las Vegas, NV",2012-09,650,54500
"Las Vegas, NV",2012-10,650,55700
"Las Vegas, NV",2012-11,650,57100
"Las Vegas, NV",2012-12,630,58500
"Las Vegas, NV",2013-01,644.5,59900
"Las Vegas, NV",2013-02,645,61500
"Las Vegas, NV",2013-03,650,63600
"Las Vegas, NV",2013-04,665,65400
"Las Vegas, NV",2013-05,695,67400
"Las Vegas, NV",2013-06,699,69400
"Las Vegas, NV",2013-07,695,71400
"Las Vegas, NV",2013-08,675,73700
"Las Vegas, NV",2013-09,650,76000
"Las Vegas, NV",2013-10,650,77600
"Las Vegas, NV",2013-11,675,78700
"Las Vegas, NV",2013-12,700,79200
"Las Vegas, NV",2014-01,696,79000
"Las Vegas, NV",2014-02,695,78800
"Las Vegas, NV",2014-03,695,79300
"Las Vegas, NV",2014-04,699,79500
"Las Vegas, NV",2014-05,700,78900
"Las Vegas, NV",2014-06,700,77700
"Las Vegas, NV",2014-07,720,76500
"Las Vegas, NV",2014-08,725,75700
"Las Vegas, NV",2014-09,740,75400
"Las Vegas, NV",2014-10,750,75700
"Las Vegas, NV",2014-11,750,76200
"Las Vegas, NV",2014-12,750,76700
"Las Vegas, NV",2015-01,752.5,77600
"Las Vegas, NV",2015-02,787.5,78600
"Las Vegas, NV",2015-03,785,78800
"Las Vegas, NV",2015-04,780,80000
"Las Vegas, NV",2015-05,789,82400
"Las Vegas, NV",2015-06,807,83700
"Las Vegas, NV",2015-07,812,85700
"Las Vegas, NV",2015-08,820,89500
"Las Vegas, NV",2015-09,800,91300
"San Jose, CA",2012-09,2005,244900
"San Jose, CA",2012-10,1890,247500
"San Jose, CA",2012-11,1745,251300
"San Jose, CA",2012-12,1736,255800
"San Jose, CA",2013-01,1695,260300
"San Jose, CA",2013-02,1754,266200
"San Jose, CA",2013-03,1804,274600
"San Jose, CA",2013-04,1823,283400
"San Jose, CA",2013-05,1847,292500
"San Jose, CA",2013-06,1838,303700
"San Jose, CA",2013-07,1919.5,314700
"San Jose, CA",2013-08,1901,323000
"San Jose, CA",2013-09,1865,330700
"San Jose, CA",2013-10,1840,338500
"San Jose, CA",2013-11,1825,344800
"San Jose, CA",2013-12,1951,350100
"San Jose, CA",2014-01,1989.5,354200
"San Jose, CA",2014-02,1915,356700
"San Jose, CA",2014-03,1900,360200
"San Jose, CA",2014-04,2003,365700
"San Jose, CA",2014-05,2100,370200
"San Jose, CA",2014-06,2194.5,372900
"San Jose, CA",2014-07,2238,375000
"San Jose, CA",2014-08,2253,378200
"San Jose, CA",2014-09,2300,381900
"San Jose, CA",2014-10,2298.5,385700
"San Jose, CA",2014-11,2280,388900
"San Jose, CA",2014-12,2300,392400
"San Jose, CA",2015-01,2333,396500
"San Jose, CA",2015-02,2370,401200
"San Jose, CA",2015-03,2389,405100
"San Jose, CA",2015-04,2425,409100
"San Jose, CA",2015-05,2469,412800
"San Jose, CA",2015-06,2505,416100
"San Jose, CA",2015-07,2561,420900
"San Jose, CA",2015-08,2587,426400
"San Jose, CA",2015-09,2525,430500
"Columbus, OH",2012-09,651,62600
"Columbus, OH",2012-10,535,62100
"Columbus, OH",2012-11,549,62200
"Columbus, OH",2012-12,555,61800
"Columbus, OH",2013-01,549,61100
"Columbus, OH",2013-02,595,60700
"Columbus, OH",2013-03,569,60300
"Columbus, OH",2013-04,589,60200
"Columbus, OH",2013-05,599,60200
"Columbus, OH",2013-06,599,60000
"Columbus, OH",2013-07,567.5,59700
"Columbus, OH",2013-08,550,59900
"Columbus, OH",2013-09,545,60400
"Columbus, OH",2013-10,527,61500
"Columbus, OH",2013-11,545,62700
"Columbus, OH",2013-12,550,63400
"Columbus, OH",2014-01,575,63600
"Columbus, OH",2014-02,575,63400
"Columbus, OH",2014-03,597,63000
"Columbus, OH",2014-04,649,62500
"Columbus, OH",2014-05,669,61900
"Columbus, OH",2014-06,649,61500
"Columbus, OH",2014-07,685,61300
"Columbus, OH",2014-08,699,60300
"Columbus, OH",2014-09,690,59300
"Columbus, OH",2014-10,639,59000
"Columbus, OH",2014-11,625,58800
"Columbus, OH",2014-12,650,58500
"Columbus, OH",2015-01,699,58500
"Columbus, OH",2015-02,695,59400
"Columbus, OH",2015-03,695,60300
"Columbus, OH",2015-04,699,60200
"Columbus, OH",2015-05,750,59700
"Columbus, OH",2015-06,756.5,60000
"Columbus, OH",2015-07,759,60400
"Columbus, OH",2015-08,750,60800
"Columbus, OH",2015-09,750,62200
"Charlotte, NC",2011-02,800,114200
"Charlotte, NC",2011-03,792,113200
"Charlotte, NC",2011-04,695,111900
"Charlotte, NC",2011-05,700,109900
"Charlotte, NC",2011-06,800,107000
"Charlotte, NC",2011-07,775,104400
"Charlotte, NC",2011-08,799.5,102800
"Charlotte, NC",2011-09,823.5,102500
"Charlotte, NC",2011-10,795,102600
"Charlotte, NC",2011-11,825,102600
"Charlotte, NC",2011-12,850,103100
"Charlotte, NC",2012-01,870,103700
"Charlotte, NC",2012-02,835,103600
"Charlotte, NC",2012-03,793,103700
"Charlotte, NC",2012-04,748,103700
"Charlotte, NC",2012-05,750,103400
"Charlotte, NC",2012-06,750,102300
"Charlotte, NC",2012-07,775,101200
"Charlotte, NC",2012-08,800,100500
"Charlotte, NC",2012-09,850,100700
"Charlotte, NC",2012-10,850,101300
"Charlotte, NC",2012-11,845,102000
"Charlotte, NC",2012-12,800,102900
"Charlotte, NC",2013-01,774.5,103700
"Charlotte, NC",2013-02,787,105100
"Charlotte, NC",2013-03,812,106300
"Charlotte, NC",2013-04,822,107000
"Charlotte, NC",2013-05,821,108300
"Charlotte, NC",2013-06,815,111900
"Charlotte, NC",2013-07,861,115700
"Charlotte, NC",2013-08,850,117900
"Charlotte, NC",2013-09,957.5,118800
"Charlotte, NC",2013-10,925,119600
"Charlotte, NC",2013-11,895,120200
"Charlotte, NC",2013-12,895,121100
"Charlotte, NC",2014-01,899,122300
"Charlotte, NC",2014-02,895,123000
"Charlotte, NC",2014-03,867.5,123000
"Charlotte, NC",2014-04,889,123600
"Charlotte, NC",2014-05,950,124400
"Charlotte, NC",2014-06,989,125700
"Charlotte, NC",2014-07,950,127200
"Charlotte, NC",2014-08,950,129400
"Charlotte, NC",2014-09,925,131600
"Charlotte, NC",2014-10,949,132800
"Charlotte, NC",2014-11,950,131500
"Charlotte, NC",2014-12,937.5,129600
"Charlotte, NC",2015-01,955,129000
"Charlotte, NC",2015-02,954.5,129800
"Charlotte, NC",2015-03,965,131200
"Charlotte, NC",2015-04,980,132300
"Charlotte, NC",2015-05,990,133100
"Charlotte, NC",2015-06,980,133700
"Charlotte, NC",2015-07,979,134400
"Charlotte, NC",2015-08,980,134900
"Charlotte, NC",2015-09,997,134300
"Indianapolis, IN",2012-01,620,71200
"Indianapolis, IN",2012-02,608,73600
"Indianapolis, IN",2012-03,599,74800
"Indianapolis, IN",2012-04,555,76000
"Indianapolis, IN",2012-05,550,76900
"Indianapolis, IN",2012-06,543,77600
"Indianapolis, IN",2012-07,550,78000
"Indianapolis, IN",2012-08,585,78500
"Indianapolis, IN",2012-09,635,79000
"Indianapolis, IN",2012-10,607,79600
"Indianapolis, IN",2012-11,614,79000
"Indianapolis, IN",2012-12,580,77800
"Indianapolis, IN",2013-01,570,77200
"Indianapolis, IN",2013-02,599.5,77200
"Indianapolis, IN",2013-03,614,77000
"Indianapolis, IN",2013-04,609,77100
"Indianapolis, IN",2013-05,600,77400
"Indianapolis, IN",2013-06,560,77300
"Indianapolis, IN",2013-07,560,76800
"Indianapolis, IN",2013-08,559.5,76400
"Indianapolis, IN",2013-09,610,76800
"Indianapolis, IN",2013-10,642,77200
"Indianapolis, IN",2013-11,595,76300
"Indianapolis, IN",2013-12,580,75200
"Indianapolis, IN",2014-01,560,74600
"Indianapolis, IN",2014-02,550,74600
"Indianapolis, IN",2014-03,550,73500
"Indianapolis, IN",2014-04,566,70800
"Indianapolis, IN",2014-05,575,67500
"Indianapolis, IN",2014-06,595,64900
"Indianapolis, IN",2014-07,575,63500
"Indianapolis, IN",2014-08,630,63200
