RegionName,Time,Rent,Sales
"Indianapolis, IN",2014-09,625,63100
"Indianapolis, IN",2014-10,625,62800
"Indianapolis, IN",2014-11,647.5,62200
"Indianapolis, IN",2014-12,646,61000
"Indianapolis, IN",2015-01,625,60200
"Indianapolis, IN",2015-02,649,60400
"Indianapolis, IN",2015-03,675,61200
"Indianapolis, IN",2015-04,720,62100
"Indianapolis, IN",2015-05,729,63100
"Indianapolis, IN",2015-06,730,64000
"Indianapolis, IN",2015-07,750,64700
"Indianapolis, IN",2015-08,709,64900
"Indianapolis, IN",2015-09,750,64700
"Virginia Beach, VA",2010-09,750,154300
"Virginia Beach, VA",2010-10,750,151800
"Virginia Beach, VA",2010-11,725,148300
"Virginia Beach, VA",2010-12,790,146200
"Virginia Beach, VA",2011-01,795,146500
"Virginia Beach, VA",2011-02,795,147300
"Virginia Beach, VA",2011-03,825,147400
"Virginia Beach, VA",2011-04,870,147600
"Virginia Beach, VA",2011-05,892,147800
"Virginia Beach, VA",2011-06,870,146700
"Virginia Beach, VA",2011-07,825,144900
"Virginia Beach, VA",2011-08,779.5,144500
"Virginia Beach, VA",2011-09,775,144400
"Virginia Beach, VA",2011-10,795,143400
"Virginia Beach, VA",2011-11,834,142900
"Virginia Beach, VA",2011-12,826,143000
"Virginia Beach, VA",2012-01,835,143200
"Virginia Beach, VA",2012-02,850,143300
"Virginia Beach, VA",2012-03,817,142600
"Virginia Beach, VA",2012-04,803.5,142000
"Virginia Beach, VA",2012-05,798,142200
"Virginia Beach, VA",2012-06,831,143400
"Virginia Beach, VA",2012-07,826,143400
"Virginia Beach, VA",2012-08,869,144100
"Virginia Beach, VA",2012-09,893,146000
"Virginia Beach, VA",2012-10,914.5,148000
"Virginia Beach, VA",2012-11,895.5,148800
"Virginia Beach, VA",2012-12,894,148300
"Virginia Beach, VA",2013-01,888.5,146700
"Virginia Beach, VA",2013-02,900,147000
"Virginia Beach, VA",2013-03,889,147300
"Virginia Beach, VA",2013-04,835,145400
"Virginia Beach, VA",2013-05,832.5,144400
"Virginia Beach, VA",2013-06,850,144500
"Virginia Beach, VA",2013-07,885,143800
"Virginia Beach, VA",2013-08,831,143500
"Virginia Beach, VA",2013-09,822.5,143300
"Virginia Beach, VA",2013-10,825,143100
"Virginia Beach, VA",2013-11,825,143500
"Virginia Beach, VA",2013-12,820,144200
"Virginia Beach, VA",2014-01,825,144400
"Virginia Beach, VA",2014-02,827,144400
"Virginia Beach, VA",2014-03,850,146200
"Virginia Beach, VA",2014-04,850,149200
"Virginia Beach, VA",2014-05,875,149700
"Virginia Beach, VA",2014-06,895,149800
"Virginia Beach, VA",2014-07,895,152300
"Virginia Beach, VA",2014-08,875,152900
"Virginia Beach, VA",2014-09,850,151000
"Virginia Beach, VA",2014-10,850,149800
"Virginia Beach, VA",2014-11,865,149400
"Virginia Beach, VA",2014-12,875,149800
"Virginia Beach, VA",2015-01,850,150000
"Virginia Beach, VA",2015-02,855,150100
"Virginia Beach, VA",2015-03,873.5,151100
"Virginia Beach, VA",2015-04,862,152900
"Virginia Beach, VA",2015-05,885,154000
"Virginia Beach, VA",2015-06,899,154200
"Virginia Beach, VA",2015-07,880,154200
"Virginia Beach, VA",2015-08,893,155400
"Virginia Beach, VA",2015-09,895,157800
"Providence, RI",2011-09,850,143300
"Providence, RI",2011-10,800,144800
"Providence, RI",2011-11,825,144800
"Providence, RI",2011-12,800,144500
"Providence, RI",2012-01,825,144900
"Providence, RI",2012-02,850,144500
"Providence, RI",2012-03,850,143500
"Providence, RI",2012-04,876,142300
"Providence, RI",2012-05,850,141300
"Providence, RI",2012-06,850,141200
"Providence, RI",2012-07,850,141500
"Providence, RI",2012-08,975,141000
"Providence, RI",2012-09,975,139400
"Providence, RI",2012-10,950,136800
"Providence, RI",2012-11,975,135300
"Providence, RI",2012-12,900,136700
"Providence, RI",2013-01,900,139200
"Providence, RI",2013-02,920,141600
"Providence, RI",2013-03,910,143600
"Providence, RI",2013-04,925,144400
"Providence, RI",2013-05,950,145500
"Providence, RI",2013-06,930,148000
"Providence, RI",2013-07,925,149800
"Providence, RI",2013-08,925,149600
"Providence, RI",2013-09,895,149100
"Providence, RI",2013-10,900,149400
"Providence, RI",2013-11,900,148500
"Providence, RI",2013-12,917.5,146100
"Providence, RI",2014-01,900,145100
"Providence, RI",2014-02,900,147100
"Providence, RI",2014-03,900,150200
"Providence, RI",2014-04,925,153400
"Providence, RI",2014-05,950,155100
"Providence, RI",2014-06,987.5,155400
"Providence, RI",2014-07,990,155300
"Providence, RI",2014-08,950,155200
"Providence, RI",2014-09,975,156000
"Providence, RI",2014-10,950,158400
"Providence, RI",2014-11,950,160500
"Providence, RI",2014-12,930,161100
"Providence, RI",2015-01,985,160200
"Providence, RI",2015-02,999,159500
"Providence, RI",2015-03,1000,160500
"Providence, RI",2015-04,1050,162200
"Providence, RI",2015-05,1056,162600
"Providence, RI",2015-06,1000,162400
"Providence, RI",2015-07,1000,162200
"Providence, RI",2015-08,1000,163100
"Providence, RI",2015-09,1000,163100
"Nashville, TN",2010-08,1450,115900
"Nashville, TN",2010-09,1250,114400
"Nashville, TN",2010-10,1095,113500
"Nashville, TN",2010-11,1000,113600
"Nashville, TN",2010-12,1000,113600
"Nashville, TN",2011-01,862.5,113000
"Nashville, TN",2011-02,899.5,112400
"Nashville, TN",2011-03,899.5,112500
"Nashville, TN",2011-04,868.5,113300
"Nashville, TN",2011-05,847.5,114200
"Nashville, TN",2011-06,995,113700
"Nashville, TN",2011-07,897,112400
"Nashville, TN",2011-08,876.5,111600
"Nashville, TN",2011-09,864,112000
"Nashville, TN",2011-10,759.5,112700
"Nashville, TN",2011-11,690,113200
"Nashville, TN",2011-12,692,113200
"Nashville, TN",2012-01,687,112700
"Nashville, TN",2012-02,685,112800
"Nashville, TN",2012-03,705,113200
"Nashville, TN",2012-04,720,113300
"Nashville, TN",2012-05,733,113300
"Nashville, TN",2012-06,766,113800
"Nashville, TN",2012-07,785,114300
"Nashville, TN",2012-08,780,114900
"Nashville, TN",2012-09,795,115500
"Nashville, TN",2012-10,765,115800
"Nashville, TN",2012-11,775,116100
"Nashville, TN",2012-12,780,116800
"Nashville, TN",2013-01,750,118100
"Nashville, TN",2013-02,771,119200
"Nashville, TN",2013-03,767,119900
"Nashville, TN",2013-04,765,120000
"Nashville, TN",2013-05,760,120300
"Nashville, TN",2013-06,759,120900
"Nashville, TN",2013-07,779,122200
"Nashville, TN",2013-08,785,123200
"Nashville, TN",2013-09,821.5,123500
"Nashville, TN",2013-10,850,123800
"Nashville, TN",2013-11,883,124400
"Nashville, TN",2013-12,850,124800
"Nashville, TN",2014-01,874,124600
"Nashville, TN",2014-02,896.5,124100
"Nashville, TN",2014-03,917,125000
"Nashville, TN",2014-04,950,127200
"Nashville, TN",2014-05,1027.5,128200
"Nashville, TN",2014-06,1100,128000
"Nashville, TN",2014-07,990,128800
"Nashville, TN",2014-08,1097,130100
"Nashville, TN",2014-09,1143.5,131200
"Nashville, TN",2014-10,1159.5,132500
"Nashville, TN",2014-11,1275,133800
"Nashville, TN",2014-12,1195,135400
"Nashville, TN",2015-01,1062.5,137400
"Nashville, TN",2015-02,1050,139500
"Nashville, TN",2015-03,1200,140900
"Nashville, TN",2015-04,1158,142000
"Nashville, TN",2015-05,1200,143100
"Nashville, TN",2015-06,1100,145200
"Nashville, TN",2015-07,1136,147700
"Nashville, TN",2015-08,1236,150500
"Nashville, TN",2015-09,1294,153000
"Jacksonville, FL",2010-09,709,51000
"Jacksonville, FL",2010-10,699,50000
"Jacksonville, FL",2010-11,650,48700
"Jacksonville, FL",2010-12,675,47600
"Jacksonville, FL",2011-01,735,46700
"Jacksonville, FL",2011-02,747,45900
"Jacksonville, FL",2011-03,750,45400
"Jacksonville, FL",2011-04,759,45000
"Jacksonville, FL",2011-05,750,44500
"Jacksonville, FL",2011-06,750,43700
"Jacksonville, FL",2011-07,750,43000
"Jacksonville, FL",2011-08,750,42800
"Jacksonville, FL",2011-09,750,42800
"Jacksonville, FL",2011-10,745,42600
"Jacksonville, FL",2011-11,740,42500
"Jacksonville, FL",2011-12,725,42400
"Jacksonville, FL",2012-01,713,42600
"Jacksonville, FL",2012-02,715,42700
"Jacksonville, FL",2012-03,724,43000
"Jacksonville, FL",2012-04,724,43400
"Jacksonville, FL",2012-05,745,43400
"Jacksonville, FL",2012-06,739,43600
"Jacksonville, FL",2012-07,725,44200
"Jacksonville, FL",2012-08,700,44900
"Jacksonville, FL",2012-09,695,45200
"Jacksonville, FL",2012-10,700,45600
"Jacksonville, FL",2012-11,700,46000
"Jacksonville, FL",2012-12,750,46800
"Jacksonville, FL",2013-01,790,47700
"Jacksonville, FL",2013-02,799,48700
"Jacksonville, FL",2013-03,811,49400
"Jacksonville, FL",2013-04,811,50100
"Jacksonville, FL",2013-05,815,50900
"Jacksonville, FL",2013-06,815,52000
"Jacksonville, FL",2013-07,845,53300
"Jacksonville, FL",2013-08,850,54700
"Jacksonville, FL",2013-09,860,56100
"Jacksonville, FL",2013-10,860,56900
"Jacksonville, FL",2013-11,860,57200
"Jacksonville, FL",2013-12,860,57500
"Jacksonville, FL",2014-01,870,57800
"Jacksonville, FL",2014-02,870,58000
"Jacksonville, FL",2014-03,870,57600
"Jacksonville, FL",2014-04,875,57700
"Jacksonville, FL",2014-05,875,58500
"Jacksonville, FL",2014-06,885,59300
"Jacksonville, FL",2014-07,880,59400
"Jacksonville, FL",2014-08,880,59900
"Jacksonville, FL",2014-09,885,60600
"Jacksonville, FL",2014-10,890,60800
"Jacksonville, FL",2014-11,895,60800
"Jacksonville, FL",2014-12,895,60800
"Jacksonville, FL",2015-01,895,60800
"Jacksonville, FL",2015-02,890,61200
"Jacksonville, FL",2015-03,890,61900
"Jacksonville, FL",2015-04,895,62500
"Jacksonville, FL",2015-05,900,62800
"Jacksonville, FL",2015-06,925,63400
"Jacksonville, FL",2015-07,850,63800
"Jacksonville, FL",2015-08,845,63900
"Jacksonville, FL",2015-09,840,64600
"Richmond, VA",2011-12,792,144900
"Richmond, VA",2012-01,800,145400
"Richmond, VA",2012-02,800,145900
"Richmond, VA",2012-03,835,146100
"Richmond, VA",2012-04,842,146600
"Richmond, VA",2012-05,833,147400
"Richmond, VA",2012-06,868.5,147500
"Richmond, VA",2012-07,850,146900
"Richmond, VA",2012-08,825,146800
"Richmond, VA",2012-09,830,147200
"Richmond, VA",2012-10,810,148300
"Richmond, VA",2012-11,806,149800
"Richmond, VA",2012-12,805,151000
"Richmond, VA",2013-01,810,151900
"Richmond, VA",2013-02,810,153200
"Richmond, VA",2013-03,825,154400
"Richmond, VA",2013-04,825,155500
"Richmond, VA",2013-05,863.5,156600
"Richmond, VA",2013-06,865,157500
"Richmond, VA",2013-07,795,157600
"Richmond, VA",2013-08,795,157800
"Richmond, VA",2013-09,849,157500
"Richmond, VA",2013-10,849,157000
"Richmond, VA",2013-11,784,156600
"Richmond, VA",2013-12,825,156300
"Richmond, VA",2014-01,869,155700
"Richmond, VA",2014-02,862,155300
"Richmond, VA",2014-03,850,155700
"Richmond, VA",2014-04,867,157000
"Richmond, VA",2014-05,850,158100
"Richmond, VA",2014-06,872.5,158900
"Richmond, VA",2014-07,862,159600
"Richmond, VA",2014-08,877,159400
"Richmond, VA",2014-09,870,159000
"Richmond, VA",2014-10,853,158100
"Richmond, VA",2014-11,875,156200
"Richmond, VA",2014-12,850,154600
"Richmond, VA",2015-01,875,154000
"Richmond, VA",2015-02,872,154400
"Richmond, VA",2015-03,885,155700
"Richmond, VA",2015-04,895,157400
"Richmond, VA",2015-05,894,159000
"Richmond, VA",2015-06,875,160500
"Richmond, VA",2015-07,900,161800
"Richmond, VA",2015-08,995,163300
"Richmond, VA",2015-09,1029,164600
"Oklahoma City, OK",2013-06,600,41600
"Oklahoma City, OK",2013-07,550,42000
"Oklahoma City, OK",2013-08,600,42800
"Oklahoma City, OK",2013-09,550,43300
"Oklahoma City, OK",2013-10,577,43600
"Oklahoma City, OK",2013-11,525,43900
"Oklahoma City, OK",2013-12,550,44200
"Oklahoma City, OK",2014-01,570,44400
"Oklahoma City, OK",2014-02,539,44500
"Oklahoma City, OK",2014-03,525,44500
"Oklahoma City, OK",2014-04,525,44700
"Oklahoma City, OK",2014-05,525,45100
"Oklahoma City, OK",2014-06,525,45300
"Oklahoma City, OK",2014-07,525,45000
"Oklahoma City, OK",2014-08,539.5,44700
"Oklahoma City, OK",2014-09,525,44500
"Oklahoma City, OK",2014-10,525,44500
"Oklahoma City, OK",2014-11,525,44400
"Oklahoma City, OK",2014-12,525,44300
"Oklahoma City, OK",2015-01,525,44400
"Oklahoma City, OK",2015-02,525,44600
"Oklahoma City, OK",2015-03,525,44900
"Oklahoma City, OK",2015-04,535,45300
"Oklahoma City, OK",2015-05,550,45400
"Oklahoma City, OK",2015-06,550,45300
"Oklahoma City, OK",2015-07,553,45100
"Oklahoma City, OK",2015-08,575,45000
"Oklahoma City, OK",2015-09,572.5,45100
"Hartford, CT",2010-08,827.5,77500
"Hartford, CT",2010-09,827.5,77300
"Hartford, CT",2010-10,850,76800
"Hartford, CT",2010-11,850,76100
"Hartford, CT",2010-12,850,75800
"Hartford, CT",2011-01,840,75500
"Hartford, CT",2011-02,830,75800
"Hartford, CT",2011-03,837.5,76400
"Hartford, CT",2011-04,850,75700
"Hartford, CT",2011-05,850,74600
"Hartford, CT",2011-06,837.5,74300
"Hartford, CT",2011-07,835,73700
"Hartford, CT",2011-08,800,72100
"Hartford, CT",2011-09,795,70500
"Hartford, CT",2011-10,800,69900
"Hartford, CT",2011-11,795,70700
"Hartford, CT",2011-12,775,71000
"Hartford, CT",2012-01,775,69800
"Hartford, CT",2012-02,795,68400
"Hartford, CT",2012-03,872.5,67000
"Hartford, CT",2012-04,863,66900
"Hartford, CT",2012-05,880,67700
"Hartford, CT",2012-06,895,68500
"Hartford, CT",2012-07,875,68400
"Hartford, CT",2012-08,900,68400
"Hartford, CT",2012-09,900,67400
"Hartford, CT",2012-10,900,66000
"Hartford, CT",2012-11,900,64900
"Hartford, CT",2012-12,892.5,64600
"Hartford, CT",2013-01,875,64600
"Hartford, CT",2013-02,900,63700
"Hartford, CT",2013-03,900,62200
"Hartford, CT",2013-04,900,61500
"Hartford, CT",2013-05,875,62000
"Hartford, CT",2013-06,875,62100
"Hartford, CT",2013-07,875,62400
"Hartford, CT",2013-08,850,62000
"Hartford, CT",2013-09,825,63200
"Hartford, CT",2013-10,825,66500
"Hartford, CT",2013-11,825,69900
"Hartford, CT",2013-12,900,71200
"Hartford, CT",2014-01,900,72800
"Hartford, CT",2014-02,900,74900
"Hartford, CT",2014-03,875,76000
"Hartford, CT",2014-04,875,73800
"Hartford, CT",2014-05,875,69400
"Hartford, CT",2014-06,875,67000
"Hartford, CT",2014-07,875,67000
"Hartford, CT",2014-08,875,67300
"Hartford, CT",2014-09,900,66500
"Hartford, CT",2014-10,885,64900
"Hartford, CT",2014-11,875,63100
"Hartford, CT",2014-12,875,61400
"Hartford, CT",2015-01,900,59900
"Hartford, CT",2015-02,900,60500
"Hartford, CT",2015-03,950,62900
"Hartford, CT",2015-04,950,64900
"Hartford, CT",2015-05,925,64800
"Hartford, CT",2015-06,920,63600
"Hartford, CT",2015-07,925,62000
"Hartford, CT",2015-08,950,62200
"Hartford, CT",2015-09,975,64000
"Buffalo, NY",2014-09,795,53200
"Buffalo, NY",2014-10,835,54400
"Buffalo, NY",2014-11,825,55500
"Buffalo, NY",2014-12,785,55800
"Buffalo, NY",2015-01,825,55600
"Buffalo, NY",2015-02,825,55800
"Buffalo, NY",2015-03,850,55100
"Buffalo, NY",2015-04,895,53800
"Buffalo, NY",2015-05,875,53200
"Buffalo, NY",2015-06,880,52600
"Buffalo, NY",2015-07,914,52400
"Buffalo, NY",2015-08,1000,53200
"Buffalo, NY",2015-09,904,53700
"Raleigh, NC",2011-01,655,118200
"Raleigh, NC",2011-02,650,116100
"Raleigh, NC",2011-03,650,115300
"Raleigh, NC",2011-04,699.5,114900
"Raleigh, NC",2011-05,699,114200
"Raleigh, NC",2011-06,695,113500
"Raleigh, NC",2011-07,697.5,112700
"Raleigh, NC",2011-08,700,112400
"Raleigh, NC",2011-09,725,112400
"Raleigh, NC",2011-10,735,112500
"Raleigh, NC",2011-11,745,112800
"Raleigh, NC",2011-12,725,113300
"Raleigh, NC",2012-01,750,113500
"Raleigh, NC",2012-02,729.5,113600
"Raleigh, NC",2012-03,756,113700
"Raleigh, NC",2012-04,775,114300
"Raleigh, NC",2012-05,775,114000
"Raleigh, NC",2012-06,759,113900
"Raleigh, NC",2012-07,750,115500
"Raleigh, NC",2012-08,780,118100
"Raleigh, NC",2012-09,775,117600
"Raleigh, NC",2012-10,760,115500
"Raleigh, NC",2012-11,743,114500
"Raleigh, NC",2012-12,765,115000
"Raleigh, NC",2013-01,745,116000
"Raleigh, NC",2013-02,742,116800
"Raleigh, NC",2013-03,754,116900
"Raleigh, NC",2013-04,775,116600
"Raleigh, NC",2013-05,811,116800
"Raleigh, NC",2013-06,818,117400
"Raleigh, NC",2013-07,815,118400
"Raleigh, NC",2013-08,830,119300
"Raleigh, NC",2013-09,846,120400
"Raleigh, NC",2013-10,825,121000
"Raleigh, NC",2013-11,782,120600
"Raleigh, NC",2013-12,800,121400
"Raleigh, NC",2014-01,825,123600
"Raleigh, NC",2014-02,825,125300
"Raleigh, NC",2014-03,825,126900
"Raleigh, NC",2014-04,811,126900
"Raleigh, NC",2014-05,820,125500
"Raleigh, NC",2014-06,831.5,125300
"Raleigh, NC",2014-07,827,126400
"Raleigh, NC",2014-08,834.5,126500
"Raleigh, NC",2014-09,826,126600
"Raleigh, NC",2014-10,815,127700
"Raleigh, NC",2014-11,800,129300
"Raleigh, NC",2014-12,827,130400
"Raleigh, NC",2015-01,820,130900
"Raleigh, NC",2015-02,827,131800
"Raleigh, NC",2015-03,835,133000
"Raleigh, NC",2015-04,840,134400
"Raleigh, NC",2015-05,855,137100
"Raleigh, NC",2015-06,869,138200
"Raleigh, NC",2015-07,857,136800
"Raleigh, NC",2015-08,895.5,137000
"Raleigh, NC",2015-09,900,139600
"Birmingham, AL",2011-02,625,78400
"Birmingham, AL",2011-03,625,79100
"Birmingham, AL",2011-04,635,79300
"Birmingham, AL",2011-05,625,79200
"Birmingham, AL",2011-06,625,79500
"Birmingham, AL",2011-07,625,80300
"Birmingham, AL",2011-08,625,81500
"Birmingham, AL",2011-09,625,81800
"Birmingham, AL",2011-10,625,80900
"Birmingham, AL",2011-11,650,80400
"Birmingham, AL",2011-12,675,80300
"Birmingham, AL",2012-01,695,79500
"Birmingham, AL",2012-02,675,79200
"Birmingham, AL",2012-03,705,80700
"Birmingham, AL",2012-04,710,81600
"Birmingham, AL",2012-05,700,80900
"Birmingham, AL",2012-06,675,80900
"Birmingham, AL",2012-07,667,82900
"Birmingham, AL",2012-08,690,83200
"Birmingham, AL",2012-09,690,80900
"Birmingham, AL",2012-10,695,77900
"Birmingham, AL",2012-11,695,77100
"Birmingham, AL",2012-12,695,78100
"Birmingham, AL",2013-01,675,79400
"Birmingham, AL",2013-02,690,78800
"Birmingham, AL",2013-03,690,76600
"Birmingham, AL",2013-04,685,75900
"Birmingham, AL",2013-05,675,76700
"Birmingham, AL",2013-06,685,77000
"Birmingham, AL",2013-07,675,76100
"Birmingham, AL",2013-08,675,76300
"Birmingham, AL",2013-09,675,76400
"Birmingham, AL",2013-10,675,75600
"Birmingham, AL",2013-11,685,74600
"Birmingham, AL",2013-12,684,74500
"Birmingham, AL",2014-01,675,74400
"Birmingham, AL",2014-02,675,74900
"Birmingham, AL",2014-03,675,75200
"Birmingham, AL",2014-04,675,74000
"Birmingham, AL",2014-05,682.5,72400
"Birmingham, AL",2014-06,685,72400
"Birmingham, AL",2014-07,695,73400
"Birmingham, AL",2014-08,695,73800
"Birmingham, AL",2014-09,698.5,73800
"Birmingham, AL",2014-10,700,74700
"Birmingham, AL",2014-11,725,75200
"Birmingham, AL",2014-12,708.5,73600
"Birmingham, AL",2015-01,695.5,71500
"Birmingham, AL",2015-02,695,70800
"Birmingham, AL",2015-03,695,71300
"Birmingham, AL",2015-04,700,72100
"Birmingham, AL",2015-05,729.5,73000
"Birmingham, AL",2015-06,726,72800
"Birmingham, AL",2015-07,752.5,71100
"Birmingham, AL",2015-08,755,69900
"Birmingham, AL",2015-09,795,71300
"Rochester, NY",2011-08,645,49500
"Rochester, NY",2011-09,650,49500
"Rochester, NY",2011-10,660,49600
"Rochester, NY",2011-11,650,49400
"Rochester, NY",2011-12,667.5,49600
"Rochester, NY",2012-01,655,50700
"Rochester, NY",2012-02,635,51800
"Rochester, NY",2012-03,682.5,52300
"Rochester, NY",2012-04,647.5,52600
"Rochester, NY",2012-05,650,53100
"Rochester, NY",2012-06,675,53400
"Rochester, NY",2012-07,665,53800
"Rochester, NY",2012-08,650,54600
"Rochester, NY",2012-09,695,55000
"Rochester, NY",2012-10,645,55000
"Rochester, NY",2012-11,700,55100
"Rochester, NY",2012-12,744,55000
"Rochester, NY",2013-01,720,54700
"Rochester, NY",2013-02,720,54300
"Rochester, NY",2013-03,680,53900
"Rochester, NY",2013-04,672.5,53700
"Rochester, NY",2013-05,656.5,53900
"Rochester, NY",2013-06,700,54300
"Rochester, NY",2013-07,740,54400
"Rochester, NY",2013-08,755,54400
"Rochester, NY",2013-09,750,54600
"Rochester, NY",2013-10,765,55000
"Rochester, NY",2013-11,800,55700
"Rochester, NY",2013-12,810,56000
"Rochester, NY",2014-01,750,56000
"Rochester, NY",2014-02,775,55700
"Rochester, NY",2014-03,750,56000
"Rochester, NY",2014-04,750,56100
"Rochester, NY",2014-05,675,56000
"Rochester, NY",2014-06,700,55800
"Rochester, NY",2014-07,735,55600
"Rochester, NY",2014-08,732.5,55400
"Rochester, NY",2014-09,725,55500
"Rochester, NY",2014-10,750,55800
"Rochester, NY",2014-11,757.5,56000
"Rochester, NY",2014-12,750,55900
"Rochester, NY",2015-01,695,55800
"Rochester, NY",2015-02,700,56500
"Rochester, NY",2015-03,735,57300
"Rochester, NY",2015-04,725,57200
"Rochester, NY",2015-05,735,56800
"Rochester, NY",2015-06,750,56700
"Rochester, NY",2015-07,745,56800
"Rochester, NY",2015-08,725,57000
"Rochester, NY",2015-09,720,57000
"Tucson, AZ",2010-12,647,80900
"Tucson, AZ",2011-01,537.5,79500
"Tucson, AZ",2011-02,525,77900
"Tucson, AZ",2011-03,520,76400
"Tucson, AZ",2011-04,550,75000
"Tucson, AZ",2011-05,575,73400
"Tucson, AZ",2011-06,540,72300
"Tucson, AZ",2011-07,530,71500
"Tucson, AZ",2011-08,549.5,70600
"Tucson, AZ",2011-09,550,69800
"Tucson, AZ",2011-10,525,69000
"Tucson, AZ",2011-11,510,68600
"Tucson, AZ",2011-12,542,68800
"Tucson, AZ",2012-01,525,69000
"Tucson, AZ",2012-02,525,69000
"Tucson, AZ",2012-03,525,69300
"Tucson, AZ",2012-04,539,69800
"Tucson, AZ",2012-05,539,70300
"Tucson, AZ",2012-06,549,70400
"Tucson, AZ",2012-07,529,70700
"Tucson, AZ",2012-08,547,70500
"Tucson, AZ",2012-09,539,70100
"Tucson, AZ",2012-10,539,69900
"Tucson, AZ",2012-11,544.5,70300
"Tucson, AZ",2012-12,539,70500
"Tucson, AZ",2013-01,525,70400
"Tucson, AZ",2013-02,525,70000
"Tucson, AZ",2013-03,529,70000
"Tucson, AZ",2013-04,529,70600
"Tucson, AZ",2013-05,529,71400
"Tucson, AZ",2013-06,515,71800
"Tucson, AZ",2013-07,525,71900
"Tucson, AZ",2013-08,525,72300
"Tucson, AZ",2013-09,497,72700
"Tucson, AZ",2013-10,499,72600
"Tucson, AZ",2013-11,495,72300
"Tucson, AZ",2013-12,500,72500
"Tucson, AZ",2014-01,500,73000
"Tucson, AZ",2014-02,522.5,73400
"Tucson, AZ",2014-03,525,73400
"Tucson, AZ",2014-04,545,73200
"Tucson, AZ",2014-05,540,73000
"Tucson, AZ",2014-06,550,72500
"Tucson, AZ",2014-07,534,71700
"Tucson, AZ",2014-08,559,71800
"Tucson, AZ",2014-09,550,72900
"Tucson, AZ",2014-10,525,73900
"Tucson, AZ",2014-11,530,73800
"Tucson, AZ",2014-12,525,73200
"Tucson, AZ",2015-01,525,72800
"Tucson, AZ",2015-02,535,73200
"Tucson, AZ",2015-03,525,73400
"Tucson, AZ",2015-04,550,72900
"Tucson, AZ",2015-05,550,72000
"Tucson, AZ",2015-06,550,71800
"Tucson, AZ",2015-07,550,71700
"Tucson, AZ",2015-08,529,71300
"Tucson, AZ",2015-09,529.5,71300
"Tulsa, OK",2012-05,483,46400
"Tulsa, OK",2012-06,485.5,46800
"Tulsa, OK",2012-07,450,47100
"Tulsa, OK",2012-08,500,47400
"Tulsa, OK",2012-09,500,47800
"Tulsa, OK",2012-10,547,48300
"Tulsa, OK",2012-11,519,48800
"Tulsa, OK",2012-12,519,49300
"Tulsa, OK",2013-01,497,49600
"Tulsa, OK",2013-02,481,49500
"Tulsa, OK",2013-03,500,49200
"Tulsa, OK",2013-04,499,49300
"Tulsa, OK",2013-05,489.5,49800
"Tulsa, OK",2013-06,489,49900
"Tulsa, OK",2013-07,515,49700
"Tulsa, OK",2013-08,501,50300
"Tulsa, OK",2013-09,535,51000
"Tulsa, OK",2013-10,535,51700
"Tulsa, OK",2013-11,490,52600
"Tulsa, OK",2013-12,514,53400
"Tulsa, OK",2014-01,495,53700
"Tulsa, OK",2014-02,532,54000
"Tulsa, OK",2014-03,510,54900
"Tulsa, OK",2014-04,515,55600
"Tulsa, OK",2014-05,530,55500
"Tulsa, OK",2014-06,539,54900
"Tulsa, OK",2014-07,550,54800
"Tulsa, OK",2014-08,559,54600
"Tulsa, OK",2014-09,565,54800
"Tulsa, OK",2014-10,565,55500
"Tulsa, OK",2014-11,539,56100
"Tulsa, OK",2014-12,572,56400
"Tulsa, OK",2015-01,556,56500
"Tulsa, OK",2015-02,590,56900
"Tulsa, OK",2015-03,644,57700
"Tulsa, OK",2015-04,650,58300
"Tulsa, OK",2015-05,670,58500
"Tulsa, OK",2015-06,649,58400
"Tulsa, OK",2015-07,650,57800
"Tulsa, OK",2015-08,648,57100
"Tulsa, OK",2015-09,619,56200
"Stamford, CT",2011-03,1500,167700
"Stamford, CT",2011-04,1485,167900
"Stamford, CT",2011-05,1495,168000
"Stamford, CT",2011-06,1500,167500
"Stamford, CT",2011-07,1450,167300
"Stamford, CT",2011-08,1425,166300
"Stamford, CT",2011-09,1400,164600
"Stamford, CT",2011-10,1400,163000
"Stamford, CT",2011-11,1395,161300
"Stamford, CT",2011-12,1350,159800
"Stamford, CT",2012-01,1390,159400
"Stamford, CT",2012-02,1400,159400
"Stamford, CT",2012-03,1525,158700
"Stamford, CT",2012-04,1550,157200
"Stamford, CT",2012-05,1530,156800
"Stamford, CT",2012-06,1500,158400
"Stamford, CT",2012-07,1500,159400
"Stamford, CT",2012-08,1525,160200
"Stamford, CT",2012-09,1500,161300
"Stamford, CT",2012-10,1550,161600
"Stamford, CT",2012-11,1600,161400
"Stamford, CT",2012-12,1622.5,162500
"Stamford, CT",2013-01,1705,163900
"Stamford, CT",2013-02,1700,164200
"Stamford, CT",2013-03,1686,163400
"Stamford, CT",2013-04,1686,162800
"Stamford, CT",2013-05,1650,162400
"Stamford, CT",2013-06,1572.5,162000
"Stamford, CT",2013-07,1700,161900
"Stamford, CT",2013-08,1595,162600
"Stamford, CT",2013-09,1450,164100
"Stamford, CT",2013-10,1450,166400
"Stamford, CT",2013-11,1430,168800
"Stamford, CT",2013-12,1450,169800
"Stamford, CT",2014-01,1450,170000
"Stamford, CT",2014-02,1475,169500
"Stamford, CT",2014-03,1450,169100
