"RegionName","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09"
"Columbia, SC",30,29.25,20.09,26.76,26.35,22.22,25.33,30.75,22.87,26.97,24.11,36.33,37.16,38.95,40.08,38.98,35.55,44.01,32.89,35.66,46.48,24.44,39.34,20.96,22.44,22.42,21.79,21.16,17.94,13.38,19.93,16.72,15.59,20.17,18.49,23.26,15.18,15.22,22.32,21.48,23.02,28.83,26.15,27.61,32.11,27.44,30.15,27.96,33.34,41.4,32.8,32.37,32.28,35.06,33.78,35.53,28.65,33.02,32.88,33.34,47.67,36.01,40.98,37.85,38.85,44.8,36.43,31.5,30.03,27.46,31.06,28.25,23.74,26.97,23.03,23.37,20.56,19.18,28.2,29.64,25.65,29.2,24.72,24.16,20.15,21.85,23.76,18.47,20.5,17.85,17.62,20.15,16.48,15.77,20.52,16.6,18.51,21.56,17.3,19.78,17.55,20.74,19.47,18.97,12.02,13.15,13.73,14.33,14.85,15.62,16.8,16.38,17.47,18.51,18.45,17.23,19.13,19.07,19.94,21.32,24.21,25.95,27.1,28.84,29.73,32.22,36.73,40.3,46.41,51.54,56.52,56.41,56.47,54.52,53.57,52.05,50.81,48.56,45.52,44.02,39.55,37.11,39.6,29.62,26.98,27.82,29.78,34.22,36.09,36.92,37.71,38.2,38,38.07,33.11,41,48.36,53.01,55.32,52.91,51.29,51.15,51.65,52.92,55.24,57.29,57.3,60.65,63.44,64.87,68.1,70.67,70.31,70.97,70.96,72.46,76.27,76.5,76.87,76.21,75.6,76.42,75.86,73.24,73.06,71.9,71,70.32,68.69,67.49,66.14,63.05,61.08,57.22,53.33,49.91,46.58,45.58,38.59,36.75,32.44,28.49,25.36,26.14,22.97,21.63,21.22,23.62,26.27,28.26,32.74,34.99,39.94,42.32,48.23,51.93,50.37,52.06,50.89,49.76,49.2,47.04,46.04,45.51
"Greensboro, NC",23.5,15.58,20.4,18.15,14.91,15.83,20.48,21.56,12.94,10.13,12.84,18.95,16.93,20.25,20.51,17.38,25.62,22.74,22.72,20.6,24.8,28.72,26.92,25.81,34.32,37.22,33.88,37.68,30.71,30.6,27.54,29.29,25.64,28.53,33.12,29.94,33.75,26.57,29.24,30.34,32.3,28.73,28.51,28.81,30.02,28.74,24.36,26.44,27.37,30.38,30.62,30.19,30.03,32.21,31.57,35.14,34.04,33.92,34.35,35.89,34.98,40.38,39.18,39.13,35.27,31.51,26.15,33.95,34.65,35.01,37.97,23.87,34.52,33.6,25.96,26.34,27.92,34.88,30.3,23.45,21.14,22.48,21.6,41.91,28.15,29.9,33.78,31.67,31.19,31.09,29.66,29.04,32.34,31.6,32.89,24.52,25.25,30.33,24.04,25.55,26.06,21.05,25.04,27.44,17.95,19.18,19.36,20.33,19.94,21.18,22.84,21.95,21.06,19.4,19.58,20.9,20.52,22.4,23.85,24.96,28.39,29.09,28.77,28.83,27.01,27.91,29.05,29.77,30.6,30.49,32.65,32.74,33.01,35.31,38.27,42.14,42.88,44.97,50.47,52.3,55.08,59.15,59.11,61.52,60.85,61.11,61.3,62,64.5,65.73,64.87,64.4,63.92,62.1,61.99,63.24,63.35,63.89,63.82,63.88,62.99,62.12,63.1,67.29,69.44,73.01,76.35,79.87,81.24,76.91,77.04,76.06,75.03,74.66,71.16,68.88,66.13,61.59,55.41,48.21,44.02,47.28,44.44,40.66,39.11,37.72,36.76,36.36,37.27,36.49,35.25,33.15,32.36,31.05,33.59,34.37,32.95,33.06,33.34,31.79,29.99,30.02,29.75,30.46,30.4,29.62,27.17,29.43,33.45,36.83,39.14,41.38,43.23,44.89,45.6,46.93,46.3,45.5,44.67,44.13,42.88,40.32,37.46,35.75
"Akron, OH",28.55,27,25.45,28.98,21.23,22.35,29.44,36.3,28.89,18.8,21.3,21.89,15.47,31.22,22.29,24.65,23.44,23.81,22.6,15.26,17.04,20.26,22.85,17.37,25.31,23.16,23.08,19.03,20.53,19.78,17.92,21.33,19.99,29.17,28.25,17.73,17.12,19.48,19.81,23.85,22.46,21,25.87,22.31,26.07,20,20.81,35.14,31.33,30.41,32.83,30.3,30,29.91,29.83,35.77,33.1,27.81,25.51,22.26,26.58,25.26,23.99,20.8,20.94,20.48,24.26,27.38,21.81,27.9,25.85,20.1,23.74,22.34,19.45,21.65,26.17,15.71,11.85,20.93,26.17,22.56,24.44,30.23,27.49,24.34,28.61,28.11,20.59,42.06,46.18,30.77,22.52,27.05,23.77,19.24,22.87,27.15,22.03,31.17,30.37,28.62,26.61,25.29,25.13,27.16,28.82,32.84,34.9,38.09,38.23,39.65,39.28,36.04,34.53,32.05,31.91,34.48,31.87,27.75,25.16,23.93,25.64,27.48,31.33,37.1,42.41,49.41,54.52,52.27,61.47,67.33,76.02,79.48,81.23,83.49,83.34,82.41,80.19,79.98,78.62,80.52,79.98,79.2,77.22,75.16,73.71,72.39,73.21,74.29,75.06,73.79,71.37,68.46,66.78,69.12,64.12,61.94,57.84,54.43,51.27,49.9,49.93,50.91,55.68,59.35,63.1,67.41,71.72,73.93,77.83,80.67,82.53,82.69,82.21,80.4,78.4,77.48,75.36,70.28,68.49,65.2,61.6,56.4,51.24,46.23,43.56,42.4,39.41,36.98,34.22,32.15,29.65,27.18,27.62,27.59,26.09,23.88,21.46,22.79,22.68,23.11,23.62,24.02,24.12,25,22.46,23.8,27.41,30.42,34,35.25,37.62,38.68,40.16,40.51,39.68,39.28,37.82,37.53,36.36,35.69,32.66,30.82
"North Port-Sarasota-Bradenton, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.46,0.59,0.74,0.9,1.28,1.98,3.04,4.89,10.04,20.28,32.97,51.34,67.2,78.3,83.52,87.58,91.09,92.76,94.26,94.95,95.45,96.06,96.37,96.51,96.64,97.06,97.52,97.85,98.16,98.46,98.41,98.42,98.4,98.42,98.13,98,98.27,98.68,96.51,95.01,93.84,92.94,92.3,91.67,90.71,89.72,88.5,86.4,83.13,79.96,83.72,83.51,81.91,78.54,75.42,72.77,72.08,71.83,72.42,73.77,74.96,76.42,77.8,77.41,76.83,77.58,77.55,77.16,76.43,75.2,73.68,71.62,69.05,65.34,60.24,56.82,52.25,47.36,42.34,37.09,32.93,27.6,24.33,21.53,19.14,17.85,16.96,15.32,14.04,13.18,11.31,10.39,8.98,8.4,7.86,7.31,6.74,6.74,6.03,6.04,6.28,4.96,5.5,6.51,7.67,8.78,9.49,10.85,12.92,13.41,15.06,14.45,13.27,10.97,10.94,11.18,12.38,12.17,12.4
"Little Rock, AR",25.96,38.39,34.23,25.33,38.55,41.83,39.69,34.86,25.63,27.99,28.37,25.43,40.91,21.85,34.21,26.67,23.9,25.6,18.73,17.76,25.37,22.16,21.51,21.1,22.8,24.79,25.87,33.79,24.55,27.36,34.41,33.74,30.1,29.76,36.19,26.99,32.14,36.5,35.48,30.9,36.39,29.17,33.8,29.38,44.4,29.87,23.26,32.73,19.7,21.97,21.95,21.23,24.05,31.47,24.87,27.25,22,30.84,24.89,29.74,31.07,39.29,30.53,27.63,27.59,27.84,26.94,22.79,25.94,20.7,25.17,27.2,33.06,27.36,26.2,26.79,19.76,18.22,16.29,15.13,12.58,14.11,13.45,20.74,24.18,15.94,15.96,12.82,15.96,19.36,19.73,22.86,24.8,23.79,20.48,21.8,17.97,17.91,15.5,21.82,23.3,19.24,19.53,20.66,8.52,8.9,9.61,10.15,10.98,11.38,12.56,13.58,13.42,13.06,13.02,14.38,16.9,19.85,21.97,23.19,22.64,21.77,21.64,22.95,25.42,27.87,30.67,32.4,35.94,36.88,35.94,35.49,36.43,38.57,37.7,38.26,39.37,39.91,40.21,36.82,35.5,35.04,37.33,39.41,39.96,39.47,39.83,40.17,39.44,37.07,35.7,35.99,35.29,34.54,33.74,31.73,30.32,30.58,30.16,30.36,32.24,36.21,40.34,43.33,47.16,48.83,50.07,49.08,51.04,49.17,51.85,54.46,55.98,56.34,56.38,57.85,59.08,60.52,61.15,61.2,59.19,59.69,56.88,53.92,50.04,46.95,45.48,42.36,39.12,37.59,35.09,31.68,29.95,27.59,26.27,24.17,23.09,21.38,19.59,19.79,19.26,18.98,19.92,20.27,21.77,23.79,29.63,35.86,40.16,44.17,46.76,48.62,50.2,50.47,50,50.9,48.57,46.13,43.26,42.4,41.67,40.02,38.2,38.66
"Stockton, CA",53.79,40.99,50.52,40.75,50.69,33.46,45.17,43.5,37.79,45.39,43.06,34.95,29.57,39.36,32.02,29.59,19.07,26.57,20.24,23.61,22.73,17.61,20.52,24.71,28.92,25.09,24.81,22.92,26.71,23.65,24.1,19.92,19.24,19.53,18.48,14.48,11.14,12.92,13.8,13.62,11.1,8.23,7.55,6.13,5.06,4.24,3.45,2.69,2.1,2.17,1.95,1.79,1.98,2.2,2.97,2.94,4.21,4.66,5.56,5.84,11.55,16.57,19.15,18.73,17.84,17.83,17.55,13.56,9.59,7.23,5.42,3.53,4.48,2.81,3.01,2.47,2.74,1.97,1.15,1.42,1.2,1.2,1,1.72,1.48,1.41,0.85,0.47,0.24,0.2,0.19,0.17,0.15,0.11,0.09,0.09,0.08,0.07,0.07,0.07,0.11,0.16,0.23,0.25,0.4,0.43,0.38,0.46,0.52,0.66,0.93,1.96,5.03,14.78,37.64,61.63,78.48,86.39,91.16,93.48,95.24,96.34,97.26,97.75,98.02,97.82,97.52,97.65,97.66,97.98,98.38,98.71,98.94,99.12,99.38,99.61,99.81,99.85,99.85,99.84,99.85,99.84,99.83,99.65,99.42,98.76,97.79,95.89,94.9,94.13,93.13,91.7,89.41,87.16,83.54,86.46,85.64,82.89,79.8,76.6,70.03,62.23,56.21,52.33,49.72,49.05,50.56,53.64,59.27,65.01,70.32,74.32,78.57,82.5,83.91,82.74,83.39,83.37,81.32,79.58,75.81,68.84,59.35,47.71,36.83,27.99,19.87,15.38,10.89,8.25,6.32,4.68,3.79,2.77,2.33,1.86,1.45,1.29,1.16,1.23,1.21,1.22,1.29,1.4,1.71,2.16,2.21,3.33,4.91,6.06,7.91,10.75,14.82,19.66,22.97,24.38,22.49,20.47,18.67,17.34,16.46,15.45,13.82,13.16
"Charleston, SC",33.02,24.26,32.48,34.21,25.12,27.73,26.82,29.33,20.01,20.62,19.44,22.69,21.54,22.82,15.36,12.99,16.82,19.79,19.81,16,22.29,16.51,17.48,17.32,17.42,15.04,13.86,12.41,14.6,12.65,12.39,11.89,12.56,15.05,14.9,18.87,13.05,17.59,16.47,16.28,14.34,13.14,16.65,18.31,15.8,15.72,15,15.49,15.18,13.64,16.34,15.72,18.81,23.11,23.63,21.36,30.89,28.92,28.39,22.94,30.89,30.6,30.24,31.66,31.41,32.76,25.83,26.98,27.14,28.12,24.23,27.3,22.37,20.11,24.71,22.07,22.81,19.71,19.54,21.09,14.63,17.49,18.39,14.12,15.5,12.38,9.41,9.55,7.27,6.34,4.79,3.51,4.25,2.56,3.42,4.19,3.78,3.68,3.76,3.26,2.71,2.51,3.04,2.98,2.48,2.49,2.12,1.84,1.73,1.69,1.81,1.84,2.29,3.12,3.83,4.52,6.4,8.2,10.69,15.66,22.56,31.73,39.68,48.05,53.96,58.66,63.82,66.66,69.53,71.38,73.32,76.3,77.14,77.8,77.62,76.97,77.81,79.54,80.71,82.67,84.17,86.26,87.59,69.77,58.23,52.29,50.57,49.06,47.64,46.09,43.84,42.53,40.13,37.71,35.06,50.12,61.47,67.28,66.86,66.68,64.69,63.82,64.58,66,68.23,69.56,70.64,73.23,74.29,74.09,75.74,76.5,78.17,79.19,80.11,80.16,79.81,79.09,77.24,74.12,70.38,68.16,66.88,64.28,60.62,56.59,51.95,47.34,42.87,40.44,38.22,33.53,31.95,28.74,25.02,22.72,20.5,19.2,18.34,17.08,14.93,12.87,12.17,12.44,12.55,12.24,11.37,13.03,15.22,16.16,17.12,18.73,20.89,23.18,24.78,26.93,26.23,25.28,23.98,23.11,22.33,22.52,22.66,23.41
"Colorado Springs, CO",19.95,12.67,17.27,17.04,16.95,23,27.86,11.29,24.71,33.38,18.64,15.33,21.39,22.09,14.6,15.2,12.95,14.37,10.98,13.74,10.69,9.74,10.18,9.52,13.04,14.29,15.74,11.73,14.47,10.92,12.94,14.42,16.5,16.03,19.92,21.83,11.71,13.77,11.41,11.88,9.23,8.89,7.25,6.1,5.29,5.91,4.24,4.71,5.8,4.53,4.56,5.21,5.74,4.9,5.55,5.12,7.62,8.43,12.7,17.61,19.58,23.84,26.1,26.53,25.46,14.49,7.97,7.23,5.93,8.92,8.46,6.52,8.29,6.18,5.42,6.63,8.37,21.65,15.89,15.38,18.27,13.61,17.12,16.7,13.07,16.05,19.13,20.84,17.18,10.52,10.91,9.33,8.36,8.9,6.71,4.63,5.22,5.41,3.19,2.64,2.49,2.87,3.51,4.67,2.61,2.85,3.13,3.22,3.69,4.24,4.74,4.94,5.26,5.42,5.95,5.99,6.48,8.37,10.16,12.5,12.38,11.38,11.62,12.23,12.25,13.59,16.1,19.88,27.24,29.56,35.51,47.38,59.15,70.77,78.8,83.84,87.37,88.2,87.72,87.7,88.06,89.23,89.07,85.99,83.54,80.14,74.67,71.2,69.69,67.88,66.97,64.07,59.49,52.3,49.23,47.38,43.3,43.47,44.22,44.21,44.53,48.74,52.44,56.51,60.37,65.18,62.66,65.2,70.1,67.43,69.04,69.12,65.31,63.43,61.16,58.66,54.21,50.36,47.33,42.96,38.3,38.92,33.07,27.21,26.02,22.95,22.08,20.98,21.87,21.23,24.1,23.52,22.99,19.62,16.42,15.1,13.61,11.36,10.14,10.34,9.96,11.83,11.28,11.65,12.59,12.37,13.78,18.12,23.56,28.94,32.57,33.6,32.7,30.25,30,30.76,29.42,28.86,24.84,20.82,17.93,15.34,12.78,11.52
"Winston-Salem, NC",18.09,22.72,27.11,21.33,11.54,19.48,12.61,16.68,14.93,22.23,24.61,35.48,18.95,21.35,22.11,25.95,30.96,18.48,21.98,20.97,25.98,26.14,15.95,19.23,17.93,22.72,19.03,15.46,16.01,19.57,27.68,32.95,28.76,22.95,30.55,29.69,23.48,24.86,21.55,29.03,31.63,34.65,28.32,30.33,33.73,37.11,30.19,35.09,39.19,38.8,43.43,40.21,37.11,33.3,35.58,36.86,41.91,45.03,47.48,50.26,51,45.89,48.98,48.04,54.71,58.81,41.38,43.52,33.07,39.75,33.52,36.26,38.74,33.77,27.13,27.14,23.08,18.37,22.03,20.03,34,23.59,29.78,24.62,18.14,21.62,22.71,23.98,26,29.57,25.53,25.55,22.34,24.38,14.84,24.57,25.48,24.28,23.68,25.2,24.71,24.98,21.15,22.98,16.81,16,14.11,15.09,16.11,17.35,18.65,19.17,18.57,16.44,15.63,14.18,14.14,15.16,16.05,14.85,13.96,14.21,13.94,13.72,15.49,18.05,21.62,25.96,28.55,30.94,35.11,39.87,42.8,42.41,40.97,41.67,41.59,42.64,40.2,41.05,41.57,42.61,38.42,38.38,41.12,45.11,48.54,49.18,47.82,49.02,50.44,50.97,51.19,51.3,52.83,53.5,51.84,51.98,52.29,55.8,59.82,60.9,64.99,67.03,68.24,67.72,69.13,72.23,75.17,76.47,78,77.59,77.33,77.95,74.97,73.6,73.2,72.81,71.9,68.43,66.3,62.63,61.53,59.79,57.77,54.55,52.26,49.93,48.95,49.68,48.97,49.4,47.31,44.83,41.29,40.17,36.72,34.87,35.18,36.29,33.6,30.47,29.24,28.35,27.88,27.8,28.85,32.44,37.03,38.99,41.17,42.15,44.14,46.61,48.79,49.93,50.18,49.55,48.45,47.74,45.63,42.24,39.4,37.19
"Springfield, MA",48.71,30.04,39.84,41.53,38.39,23.79,25.33,28.92,27.35,24.96,31.9,28.96,25.08,39.65,32.37,27.98,29.06,26.14,28.83,24.01,27.19,20.7,24.68,27.59,25.81,19.08,20.14,23.38,18.28,21.79,19.34,16.43,19.65,21.99,17.24,18.83,20.99,21.72,19.18,18.74,17.98,22.71,20.5,17.3,15.71,16.91,16,14.8,15.56,18.51,15.35,16.24,13.29,10.41,8.71,11.24,10.65,8.5,9.11,10.3,11.53,8.84,8.67,8.52,9.17,6.8,8.74,7.65,4.45,3.61,4.8,4.92,4.26,7.37,5.18,3.9,4.27,4.57,4.22,3.99,5.01,8.07,5.26,8.26,8.94,5.88,5.12,5.68,4.97,4.42,3.35,4.58,4.47,5.05,4.5,4.25,3.79,3.18,5.43,9.22,7.44,9.88,12.33,8.8,2.38,2.94,3.66,4.8,5.62,8.03,10.66,11.32,13,16.11,17.38,19.32,24.58,28.88,37.25,41.93,49.37,49.46,43.62,44.89,46.83,48.35,53.18,53.36,58.92,60.82,57.87,58.23,61.91,66.05,76.73,82.56,83.49,85.25,84.62,84.93,81.52,82.4,81.79,80.63,80.47,81.5,79.44,74.53,68.23,60.77,55.47,53.18,52.01,46.84,45.53,40.62,33.55,30.78,29.92,34.09,40.1,51.33,59.26,64.45,70.58,74.31,75.15,77.19,77.41,76.1,78.89,79.92,80.45,76.91,73.51,71.99,68.68,65.68,64.21,60.93,61.31,59.4,54.86,49.72,46.14,43.63,44.5,44.28,44.27,44.58,45.15,41.66,41.53,42.73,43.35,42.97,37.91,32.8,28.41,24.52,20.25,18.24,17.25,17.56,16.65,16.44,14.89,16.94,21.12,25.83,30.74,35.93,41.7,44.35,47.51,51,49.53,45.62,43.05,41.7,41,38.37,36.45,35.24
"Fort Myers, FL",39.36,39.91,41.19,38.85,29.73,29.99,29.03,35.22,31.54,26.46,25.44,29.74,37.61,44.08,37.37,33.53,40.83,42.16,35.24,36.85,40.9,27.27,32.62,33.73,32.08,27.95,36.09,32.59,37.51,27.85,34.44,30.36,31.02,40.01,29.51,26.01,23.8,26.66,22.79,27.07,20.54,23.65,19.02,19.63,18.02,18.88,20.44,22.11,19.67,17.1,20.15,18.77,22.44,20.54,22.21,21.46,22.01,23.86,20.34,18.04,24.52,24.84,20.78,18.7,17.36,16.65,5.9,5,3.98,3.69,4.9,4.5,3.76,3.52,4.18,5.14,5.62,5.32,6.48,7.72,9.7,8.47,6.6,7.31,7.06,7.01,6.15,4.78,3.19,2.3,2.03,1.79,1.55,1.66,1.63,1.32,1.09,0.75,0.54,0.44,0.39,0.38,0.31,0.38,0.74,0.72,0.71,0.86,0.96,1.1,1.29,1.68,2.53,4.23,7.82,14.54,25.07,37.7,51.6,62.75,71.46,80.56,86.56,91.05,93.46,95.08,95.89,96.5,96.78,97.07,96.87,97.24,97.58,97.81,97.94,97.8,97.74,98,98.23,98.33,98.41,98.55,98.66,97.32,95.45,93.46,92.33,91.3,90.58,89.47,88,86.51,84.82,82.93,81.02,82.31,82.58,80.88,77.69,74,69.68,67.1,66.53,66.28,66.98,68.36,67.83,69.05,67.47,66.3,66.9,67.45,68.63,67.43,64.17,61.1,56.36,52.13,46.83,40.4,35.45,30.9,26.27,23.31,20.44,17.77,15.28,14.21,13.11,11.86,11.88,11.62,12.12,12.81,12.91,12.54,12.23,11.34,11.22,9.8,8.79,8.24,7.87,7.68,7.66,7.44,6.02,7.04,7.69,8.56,9.64,10.87,12.06,13.14,13.93,14.04,13.54,13,9.53,7.13,7.3,8.8,9.56,11.04
"Toledo, OH",30.43,24.51,17.92,19.45,21.49,31.06,25.21,24.37,27.95,20.92,25.26,26.09,21.67,32.23,25.48,26.71,22.1,17.81,15.52,16.89,18.46,22.79,24.85,18.57,32.37,22.93,24.05,26.86,25.17,26.42,29.69,30.04,28.54,27.85,23.77,22.64,18.88,19.3,17.51,16.03,20.73,22.75,20.62,20.8,24.17,20.81,22.51,24.19,25.19,22.84,30.39,23.32,23.11,19.54,22.55,25.99,19.4,20.04,22.91,22.89,29.59,27.13,20.55,22.18,26.16,30.39,27.91,21.11,31.05,21.8,24.55,32.01,22.5,37.27,29.69,22.47,28.82,23.95,23.7,24.79,25.03,34.53,23.32,19.01,23.18,16.25,22.1,22.55,24.54,27.06,26.3,27.6,20.1,23.17,26.26,34.89,32.44,30.48,26.88,35.7,30.71,28.06,37.97,29.32,30.82,30.82,35.5,35.14,35.29,33.91,36.64,35.35,36.2,38.87,40.97,44.88,52.38,59.17,58.28,55.2,53.94,57.55,60.12,62.95,66.36,68.58,70.36,69.24,68.01,66.43,66.02,68.09,69.58,70.35,71.34,69.56,68.99,67.63,70.36,73.77,75.05,77.99,81.64,81.95,82.92,82.95,82.24,81.97,79.51,77.13,74.07,71.61,70.15,69.14,67.94,74.04,75.33,72.14,69.43,70.38,73.64,74.59,76.32,77.14,75.06,73.79,72.14,71.28,72.19,69.41,71.1,69.91,67.46,67.08,66.96,66.3,66.91,66.48,66.39,63.97,61.4,62.92,60.86,58.96,57.02,55.24,52.88,49.66,47.46,44.92,41.96,41.65,39.25,37.49,34.92,35.17,34.78,32.2,30.68,31.01,27.11,27.45,29.59,24.3,23.9,23.62,21.81,22.14,24.09,26.54,28.78,31.03,33.37,35.25,38.93,44.58,44.58,43.25,44.28,43.73,42.21,40.63,38.63,38.26
"Madison, WI",27.92,30.12,26.32,25.44,22.1,23.18,44.11,46.42,39.63,30.9,42.99,45.79,58.11,52.47,61.86,59.3,57.91,61.71,50.84,45.08,35.34,43.98,29.14,24.17,23.61,25.48,22.53,20.34,26.83,32.15,35.55,41.46,43.96,51.91,47.26,45.96,37.45,33.75,22.62,23.86,10.21,11.93,9.95,7.04,7.54,6.54,6.56,5.8,7.74,9.6,12.58,11.3,20.35,12.42,10.98,10.19,8.8,7.76,7.12,9.56,9.73,20.6,20.79,12.81,12.23,20.8,14.89,13.48,18.14,16.81,13.14,6.96,4.86,4.72,4.33,4.72,4.22,42.44,14.28,10.3,15.32,23.96,15.18,26.21,31.11,35.49,36.17,43.15,43.36,15.79,32.43,32.05,32.92,30.34,33.49,29.27,25.62,24.74,27.42,31,32.64,11.49,11.9,13.02,11.11,10.33,9.57,8.73,8.44,7.87,8.15,7.89,9.57,11.96,13.14,18.48,23.27,30.47,37.69,44.25,47.88,49.1,40.21,34.39,30.5,31.05,29.18,29.72,32.21,36.24,37.9,40.26,44.98,48.32,60.21,63.6,66.5,67.08,63.87,62.93,61.58,56.13,54.82,54.42,51.95,50.97,48.91,50.27,51.8,53.06,51.79,52.9,53.6,57.12,57.55,58.05,56.12,54.8,55.77,54.49,53.12,51.94,57.39,60.46,60.56,60.22,59.06,61.05,67.49,71.09,71.43,71.03,70.88,68.49,65.61,63.91,62.82,59.68,59.31,56.92,52.86,48.48,49.64,50.89,50.99,52.04,52.44,51.8,50.6,49.99,48.79,48.58,47.2,47.64,42.73,34.68,28.13,21.75,18.67,16.14,14.88,13.09,11.64,10.4,9.36,8.33,9.13,13.51,17.8,21.66,25.8,29.48,31.75,34.53,40.12,45.11,44.83,44.68,41.11,35.45,32.86,31.26,29.59,28.14
"Lakeland, FL",24.55,29.29,34.87,39.13,32.18,25.2,25.33,22.72,32.07,19.67,31.31,31.21,33.84,32.74,31.31,26.5,24.86,32.26,26.24,30.99,30.09,31.2,31.72,23.94,28.62,21.81,26.49,27.7,21.63,18.29,25.83,21.33,16.4,20.75,20.53,24.27,14.77,18.36,15.39,19.16,19.84,21.45,20.61,21.08,20.52,19.75,17.75,12.49,16.19,23.1,18.7,17,24.6,25.02,17.05,22.43,23.26,21.68,18.39,24.35,26.84,19.72,27.17,21.17,20.23,14.04,20.61,20.64,24.6,25.26,22.01,20.02,19.09,17.98,17.2,21,61.79,57.84,21.08,18.25,11.63,16.14,16.37,14.72,10.18,11.76,9.1,6.51,4.53,5.32,4.65,4.01,4.34,3.84,3.11,2.65,2.88,1.75,1.77,1.43,1.64,1.14,1.07,0.98,1.22,1.1,1.07,1.08,1.06,0.93,0.85,0.64,0.98,1.16,1.58,2.32,4.01,6.48,9.73,13.75,18.4,27.22,37.4,44.28,52.46,59.47,65.67,71.28,75.51,79.29,81.64,82.41,84.22,85.58,87.22,89.12,91.64,93.74,95.48,96.17,96.56,97.4,97.94,95.76,94.6,93.45,92.61,91.84,90.32,88.93,87.8,86.93,85.55,83.06,80.86,89.58,91.51,92.2,92.07,91.76,91.46,91.11,90.42,89.23,88.4,88.25,88.23,88.23,88.73,88.72,89.37,89.18,88.72,88.17,87.66,87.22,85.96,84.14,81.97,78.25,74.45,69.62,63.34,57.92,51.96,46.31,40.21,35.72,32.31,29.96,27.6,27.09,26.51,25.97,25.2,23.85,22.97,21.05,19.9,20.2,18.95,17.72,17.24,16.22,15.67,15.43,12.28,12.19,12.51,13.54,15.44,15.82,17.4,18.71,20.02,21.42,20.53,19.37,18.13,17.8,19.43,20.87,21.46,22.43
