,foodkey,business_id,category,description,name,photo_num,photo_url,prices,restaurant,review_num,review_url,src
333,4986,PBYypuk9DN-ccqrfYEJ9JA,Bento Box,,Chicken Teriyaki,1,/menu/vine-sake-and-sushi-new-york/item/chicken-teriyaki-2,"[With Vegetable Tempu…: 14.25, With a Choice of A-D: 14.25]",Vine: Sushi & Sake,6,/menu/vine-sake-and-sushi-new-york/item/chicken-teriyaki-2#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/2xMO6imsBTc5rQcw3_qN3g/180s.jpg
334,4989,PBYypuk9DN-ccqrfYEJ9JA,Bento Box,,Sashimi,1,/menu/vine-sake-and-sushi-new-york/item/sashimi-4,"[With Vegetable Tempu…: 14.25, With a Choice of A-D: 14.25]",Vine: Sushi & Sake,6,/menu/vine-sake-and-sushi-new-york/item/sashimi-4#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/mgfcsQU4juxqiT1us8D0tA/180s.jpg
336,5068,PBYypuk9DN-ccqrfYEJ9JA,Rice & Noodles,,Pad Thai,3,/menu/vine-sake-and-sushi-new-york/item/pad-thai,"[With Chicken: 9.50, With Vegetable: 9.50, With Shrimp: 9.50, With Beef: 9.50]",Vine: Sushi & Sake,17,/menu/vine-sake-and-sushi-new-york/item/pad-thai#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/j2WA1GNvaCViXCZQcKm_BA/180s.jpg
338,5082,PBYypuk9DN-ccqrfYEJ9JA,Yaki Soba or Yaki Udon (Japanese),,Shrimp,5,/menu/vine-sake-and-sushi-new-york/item/shrimp-3,9.95,Vine: Sushi & Sake,2,/menu/vine-sake-and-sushi-new-york/item/shrimp-3#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/j2WA1GNvaCViXCZQcKm_BA/180s.jpg
339,5119,3uJAt1EHG0x9pz_c91AHuQ,Rice,,B.b.q. Pork Fried Rice,1,/menu/peking-garden-new-york-2/item/b-b-q-pork-fried-rice,4.95,Peking Garden,1,/menu/peking-garden-new-york-2/item/b-b-q-pork-fried-rice#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/L2CUwTWXj3mrycZaz3Prug/180s.jpg
340,5281,6nOxwnuN0ZwLX3h3JYSJnA,Side Order,,Corned Beef Hash,1,/menu/toms-restaurant-new-york/item/corned-beef-hash,4.65,Tom's Restaurant,8,/menu/toms-restaurant-new-york/item/corned-beef-hash#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/7W9Hp24ZJVJoU41uqD0Rwg/180s.jpg
341,5283,6nOxwnuN0ZwLX3h3JYSJnA,Side Order,,Turkey,1,/menu/toms-restaurant-new-york/item/turkey,6.15,Tom's Restaurant,7,/menu/toms-restaurant-new-york/item/turkey#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/P53pCaRN4DsbItoP5DMu-w/180s.jpg
342,5284,6nOxwnuN0ZwLX3h3JYSJnA,Side Order,,Pastrami,2,/menu/toms-restaurant-new-york/item/pastrami,6.15,Tom's Restaurant,3,/menu/toms-restaurant-new-york/item/pastrami#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/O3d_YPSsp8zlFqVl3FOyuQ/180s.jpg
343,5297,6nOxwnuN0ZwLX3h3JYSJnA,Main,"two potatoes, tow eggs, any style, one sausage, bleu strips or bacon toast",Lumberjack,2,/menu/toms-restaurant-new-york/item/lumberjack,9.75,Tom's Restaurant,4,/menu/toms-restaurant-new-york/item/lumberjack#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/2Gv-yeUTzWp47aogqra1YA/180s.jpg
344,5310,6nOxwnuN0ZwLX3h3JYSJnA,Beverages,,Cappuccino,1,/menu/toms-restaurant-new-york/item/cappuccino,3.00,Tom's Restaurant,1,/menu/toms-restaurant-new-york/item/cappuccino#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/nsJxGihMMrPBpQaJHIBtww/180s.jpg
347,5623,ER0c0-cVKhW2O3sjUQawXg,Sweet Crepe,With fresh whipped cream.,Nutella Crepe,1,/menu/artopolis-new-york/item/nutella-crepe,$6.49,Artopolis,3,/menu/artopolis-new-york/item/nutella-crepe#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/HSrT8rZg2JaH3iW5etkUBw/180s.jpg
348,5625,ER0c0-cVKhW2O3sjUQawXg,Sweet Crepe,"Walnuts, caramel and cinnamon.",Apple Compote Crepe,1,/menu/artopolis-new-york/item/apple-compote-crepe,$8.29,Artopolis,1,/menu/artopolis-new-york/item/apple-compote-crepe#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/n-AxqWTdJmEsQKHWo9mZEA/180s.jpg
349,5631,ER0c0-cVKhW2O3sjUQawXg,Waffles,"With nutella, confection, sugar and straciatella gelato.",Sliced Banana Waffle,1,/menu/artopolis-new-york/item/sliced-banana-waffle,$8.99,Artopolis,1,/menu/artopolis-new-york/item/sliced-banana-waffle#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/4lax2xjdthuuw40d1x_ICQ/180s.jpg
350,5723,p2zm0HnXZkI2yCAuYLb45g,Starter,"crispy rice crepe, shrimp, coconut flake, cilantro, beansprout.",Thai Market Crepe,1,/menu/thai-market-new-york/item/thai-market-crepe,6.50,Thai Market,3,/menu/thai-market-new-york/item/thai-market-crepe#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/cIqS6-iHnHKg2Ku2iI6tVQ/180s.jpg
351,5725,p2zm0HnXZkI2yCAuYLb45g,Starter,crispy fired vegetarian spring roll.,Spring Roll,2,/menu/thai-market-new-york/item/spring-roll,3.50,Thai Market,35,/menu/thai-market-new-york/item/spring-roll#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/_IrVnsCSyNAPXZxD5JRWEg/180s.jpg
352,5726,p2zm0HnXZkI2yCAuYLb45g,Starter,curried chicken & potato in puff pastry.,Curry Puff,3,/menu/thai-market-new-york/item/curry-puff,4.00,Thai Market,35,/menu/thai-market-new-york/item/curry-puff#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/trYph0AyKklKukCG0zBbFQ/180s.jpg
353,5727,p2zm0HnXZkI2yCAuYLb45g,Starter,"minced chicken, preserved radish, peanut.",Steamed Thai Dumpling,1,/menu/thai-market-new-york/item/steamed-thai-dumpling,4.50,Thai Market,9,/menu/thai-market-new-york/item/steamed-thai-dumpling#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/SA-qdePbbHOrmNwTKk4Xog/180s.jpg
354,5729,p2zm0HnXZkI2yCAuYLb45g,Starter,"crispy fried calamari, spicy plum sauce.",Calamari,2,/menu/thai-market-new-york/item/calamari,6.50,Thai Market,19,/menu/thai-market-new-york/item/calamari#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/kOzL46PC62pEuwbYu9ARMg/180s.jpg
355,5735,p2zm0HnXZkI2yCAuYLb45g,Soup,"lemongrass, tamarind tendril, shrimp, mushroom.",Tom Yum Goong,3,/menu/thai-market-new-york/item/tom-yum-goong,4.50,Thai Market,6,/menu/thai-market-new-york/item/tom-yum-goong#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/EOYk4uoBrWK4xF9vVCSdMg/180s.jpg
356,5738,p2zm0HnXZkI2yCAuYLb45g,Yum Yum,"green papaya, bird's eye chili, long bean, tomato, peanut.",Som Tum,1,/menu/thai-market-new-york/item/som-tum,5.00,Thai Market,7,/menu/thai-market-new-york/item/som-tum#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/5Nwgy2ef-mnfw-le0MSC3Q/180s.jpg
357,5743,p2zm0HnXZkI2yCAuYLb45g,Grilled,,Chicken Sate,1,/menu/thai-market-new-york/item/chicken-sate,3.50,Thai Market,3,/menu/thai-market-new-york/item/chicken-sate#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/aaqlbY4aLp06ztU1QRbHuA/180s.jpg
358,5747,p2zm0HnXZkI2yCAuYLb45g,Grilled,,Tiger Cry,1,/menu/thai-market-new-york/item/tiger-cry,7.00,Thai Market,2,/menu/thai-market-new-york/item/tiger-cry#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/2S1h5EsDgfB9xMOH5tY68A/180s.jpg
359,5748,p2zm0HnXZkI2yCAuYLb45g,Main Course,"eggplant, bamboo shoot, long hot chili, basil, coconut milk.",Green Curry,1,/menu/thai-market-new-york/item/green-curry,"[Shrimp: 11.50, Chicken: 11.50]",Thai Market,36,/menu/thai-market-new-york/item/green-curry#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/XgUUc8Vy3bn7ANhOi5j4dA/180s.jpg
360,5749,p2zm0HnXZkI2yCAuYLb45g,Main Course,"sour bamboo curry, sautéed with chicken, long hot papper, basil, coconut milk.",Gaeng Noh Mai Dong,1,/menu/thai-market-new-york/item/gaeng-noh-mai-dong,10.50,Thai Market,5,/menu/thai-market-new-york/item/gaeng-noh-mai-dong#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/HkOEM57W2HEuBn6qDiuPPQ/180s.jpg
361,5751,p2zm0HnXZkI2yCAuYLb45g,Main Course,"pineapple, cashew nut, scallion, sweet & sour sri-ra-cha sauce.",Pad Sapparod,1,/menu/thai-market-new-york/item/pad-sapparod,"[Shrimp: 11.50, Chicken: 11.50]",Thai Market,11,/menu/thai-market-new-york/item/pad-sapparod#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/xyo9hpQM3MD_H6mf96HC6A/180s.jpg
362,5752,p2zm0HnXZkI2yCAuYLb45g,Main Course,"fried sliced chicken, crushed long hot chili, garlic, tamarind sauce. bok choi.",Gai Rad Preeg,1,/menu/thai-market-new-york/item/gai-rad-preeg,10.00,Thai Market,2,/menu/thai-market-new-york/item/gai-rad-preeg#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/TrLRF33zkPpWAi_NRSNAYA/180s.jpg
363,5754,p2zm0HnXZkI2yCAuYLb45g,Main Course,"potato, onion, peanut, avocado, coconut milk.",Massaman,2,/menu/thai-market-new-york/item/massaman,"[Beef / Shrimp: 11.50, Chicken: 11.50]",Thai Market,19,/menu/thai-market-new-york/item/massaman#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/OScK4EyAZQVtqozc5ANupg/180s.jpg
364,5756,p2zm0HnXZkI2yCAuYLb45g,Main Course,"roasted pork, thai pork sausage. boiled egg. moo daeng sauce, over rice.",Kow Moo Daeng,1,/menu/thai-market-new-york/item/kow-moo-daeng,10.50,Thai Market,1,/menu/thai-market-new-york/item/kow-moo-daeng#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/AgcAqg0DSvctwGiY6_4SFw/180s.jpg
365,5757,p2zm0HnXZkI2yCAuYLb45g,Noodle,"pad thai noodle, chicken, peanut, bean sprout, egg, chinese chive.",Pad Thai,10,/menu/thai-market-new-york/item/pad-thai,10.00,Thai Market,109,/menu/thai-market-new-york/item/pad-thai#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/KsHDXBbsaoG34bmwgtRbjg/180s.jpg
366,5758,p2zm0HnXZkI2yCAuYLb45g,Noodle,"flat rice noodle, chicken, chinese broccoli, egg sweet, soy sauce.",Pad Se-ew,2,/menu/thai-market-new-york/item/pad-se-ew,10.00,Thai Market,23,/menu/thai-market-new-york/item/pad-se-ew#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/x6CMynFNF6uMMGDCaCBqUg/180s.jpg
367,5759,p2zm0HnXZkI2yCAuYLb45g,Noodle,"flat rice noodle, chicken, thai basil, bird's eye chili, tomato, bok choi.",Pad Kee Mao,3,/menu/thai-market-new-york/item/pad-kee-mao,10.00,Thai Market,21,/menu/thai-market-new-york/item/pad-kee-mao#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/saZv6zKdFHeGqPY5iLrEpQ/180s.jpg
368,5760,p2zm0HnXZkI2yCAuYLb45g,Noodle,"egg noodle, chicken, pickle mustard green, bean sprout, red onion, chaing mai curry.",Kow Soy,1,/menu/thai-market-new-york/item/kow-soy,10.00,Thai Market,10,/menu/thai-market-new-york/item/kow-soy#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/lJeNwXg-3ZJ8cG0ngumLuA/180s.jpg
369,5762,p2zm0HnXZkI2yCAuYLb45g,Fried Rice (kow Pad),"chinese broccoli-chicken fried rice, egg, onion, tomato, scallion.",Kow Pad Kana,1,/menu/thai-market-new-york/item/kow-pad-kana,9.50,Thai Market,6,/menu/thai-market-new-york/item/kow-pad-kana#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/X5iJ6Mhlk2mx2jkKCni8RA/180s.jpg
370,5763,p2zm0HnXZkI2yCAuYLb45g,Fried Rice (kow Pad),"spicy thai basil fried rice, minces chicken, string bean.",Kkow Pad Gra Prow,1,/menu/thai-market-new-york/item/kkow-pad-gra-prow,9.50,Thai Market,3,/menu/thai-market-new-york/item/kkow-pad-gra-prow#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/HyzzmatvMjuIx_dUwRwxrQ/180s.jpg
371,5771,p2zm0HnXZkI2yCAuYLb45g,Thai Market Specialty,"fried whole trout, marinated, vegetables, mushroom rice.",Brown Trout,1,/menu/thai-market-new-york/item/brown-trout,14.00,Thai Market,2,/menu/thai-market-new-york/item/brown-trout#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/1SPPN45epCWmqA5qia9pow/180s.jpg
372,5774,p2zm0HnXZkI2yCAuYLb45g,Thai Market Specialty,"pan-roasted red snapper, crushed long hot chili-garlic, caramelized tamarind sauce. jasmine rice",Pla Rad Preeg,1,/menu/thai-market-new-york/item/pla-rad-preeg,15.50,Thai Market,7,/menu/thai-market-new-york/item/pla-rad-preeg#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/Z1hpt_Imlvive1H05HKK4g/180s.jpg
373,5775,p2zm0HnXZkI2yCAuYLb45g,Thai Market Specialty,"half duck, sliced, bokchoi, honey plum ginger sauce, mushroom rice.",Siam Duck,4,/menu/thai-market-new-york/item/siam-duck,15.50,Thai Market,9,/menu/thai-market-new-york/item/siam-duck#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/BF_QzULtDatqaDNuPugEfw/180s.jpg
374,5776,p2zm0HnXZkI2yCAuYLb45g,Thai Market Specialty,"minced chicken (or pork) basil with bird's eye chili, over rice, with thai style fried egg.",Gra Prow Kai Dow,3,/menu/thai-market-new-york/item/gra-prow-kai-dow,11.50,Thai Market,11,/menu/thai-market-new-york/item/gra-prow-kai-dow#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/Resg4zxiK6kpOq7hm2d6vw/180s.jpg
375,5777,p2zm0HnXZkI2yCAuYLb45g,Thai Market Specialty,"marinated, served sliced, saute'ed vegetables, chili garlic puree, sticky rice.",Skirt Steak,4,/menu/thai-market-new-york/item/skirt-steak,15.50,Thai Market,32,/menu/thai-market-new-york/item/skirt-steak#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/6npCUqHLceGVpHkSmvwhEA/180s.jpg
376,5779,p2zm0HnXZkI2yCAuYLb45g,Extra,,Vegetable,3,/menu/thai-market-new-york/item/vegetable,2.50,Thai Market,22,/menu/thai-market-new-york/item/vegetable#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/qRW6Sps703_LEv5XkHxSEw/180s.jpg
377,5780,p2zm0HnXZkI2yCAuYLb45g,Extra,,Chicken,13,/menu/thai-market-new-york/item/chicken,3.50,Thai Market,118,/menu/thai-market-new-york/item/chicken#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/OScK4EyAZQVtqozc5ANupg/180s.jpg
378,5781,p2zm0HnXZkI2yCAuYLb45g,Extra,,Beef,1,/menu/thai-market-new-york/item/beef,4.00,Thai Market,22,/menu/thai-market-new-york/item/beef#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/U_IksAhRlcngCN9JD5ZVLQ/180s.jpg
379,5782,p2zm0HnXZkI2yCAuYLb45g,Extra,,Tofu,4,/menu/thai-market-new-york/item/tofu,2.00,Thai Market,31,/menu/thai-market-new-york/item/tofu#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/saZv6zKdFHeGqPY5iLrEpQ/180s.jpg
380,5783,p2zm0HnXZkI2yCAuYLb45g,Extra,,Noodle,2,/menu/thai-market-new-york/item/noodle,3.00,Thai Market,68,/menu/thai-market-new-york/item/noodle#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/hn55OzM8nw9WpcoMaxwPlw/180s.jpg
381,5788,p2zm0HnXZkI2yCAuYLb45g,On The Side,no meat,Pad Thai Noodle,1,/menu/thai-market-new-york/item/pad-thai-noodle,5.00,Thai Market,2,/menu/thai-market-new-york/item/pad-thai-noodle#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/3x8Auu-E2r5YFYTvuvqhZw/180s.jpg
