,foodkey,business_id,category,description,name,photo_num,photo_url,prices,restaurant,review_num,review_url,src
248,3353,_5BoZ_C5zEl5M_MxT1W39w,Starters,"Tomato, chili de arbol, lime, cilantro, garlic.",Guacamole Traditional Con Tostada*,1,/menu/cascabel-taqueria-new-york-2/item/guacamole-traditional-con-tostada,9.00,Cascabel Taqueria,1,/menu/cascabel-taqueria-new-york-2/item/guacamole-traditional-con-tostada#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/ggKDiCYKHTdDO3ALFn5LKA/180s.jpg
249,3360,_5BoZ_C5zEl5M_MxT1W39w,Starters,"Chicken, queso fresco, Mexican oregano, fried pasilla, tortilla.",Sopa De Tortilla,1,/menu/cascabel-taqueria-new-york-2/item/sopa-de-tortilla,9.00,Cascabel Taqueria,2,/menu/cascabel-taqueria-new-york-2/item/sopa-de-tortilla#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/JjREnZ3rS7DJ6WGJMs6ofg/180s.jpg
250,3380,_5BoZ_C5zEl5M_MxT1W39w,Dinner Plates,"Adobe marinated berskshire pork butt, cucumber, sauteed onion, tamarind, corn tortillas.",Puerco en Adobo,1,/menu/cascabel-taqueria-new-york-2/item/puerco-en-adobo,14.00,Cascabel Taqueria,2,/menu/cascabel-taqueria-new-york-2/item/puerco-en-adobo#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/bUUq9PFZ1C3rstOCImmoIw/180s.jpg
251,3382,_5BoZ_C5zEl5M_MxT1W39w,Burritos,"Sliced yucatan achiote marinated hanger steak, yello rice, black beans, pico de gallo and queso fresco. Served with sweet potato fries.",Carne Asada Burrito*,1,/menu/cascabel-taqueria-new-york-2/item/carne-asada-burrito,14.00,Cascabel Taqueria,3,/menu/cascabel-taqueria-new-york-2/item/carne-asada-burrito#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/pl-LEiI8lDb7kwbrfdWxSA/180s.jpg
252,3387,_5BoZ_C5zEl5M_MxT1W39w,On the Side,"Organic quinoa, queso catija, cilantro.",Quinoa,1,/menu/cascabel-taqueria-new-york-2/item/quinoa,5.00,Cascabel Taqueria,10,/menu/cascabel-taqueria-new-york-2/item/quinoa#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/1IFpGWo7dqbede9Utth1UQ/180s.jpg
253,3404,_5BoZ_C5zEl5M_MxT1W39w,Desserts,Cinnamon spiced mexican doughnut.,Churros*,5,/menu/cascabel-taqueria-new-york-2/item/churros,4.00,Cascabel Taqueria,22,/menu/cascabel-taqueria-new-york-2/item/churros#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/1IFpGWo7dqbede9Utth1UQ/180s.jpg
254,3427,HmXS5HN-E-DVMEY0mwjelg,By The Slice,,Slice,1,/menu/mamas-pizzeria-new-york/item/slice,1.50,Mama's Pizzeria,21,/menu/mamas-pizzeria-new-york/item/slice#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/WVNUyd2ICz2MLQKDmPWgrg/180s.jpg
255,3469,ySzkBv-_DTNT30eONPnAkg,Appetizers,"lettuce, tomatoes and onions in a lemon dressing",Salad,1,/menu/zoma-new-york/item/salad,,Zoma,7,/menu/zoma-new-york/item/salad#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/zKdbWyBJsDQ_jvdlNAyFyg/180s.jpg
256,3476,ySzkBv-_DTNT30eONPnAkg,Chicken,"tender morsels of boneless chicken breast marinated in 'tej' then stir fried with ginger, garlic, sweet onions and tomatoes",Doro Tibs,1,/menu/zoma-new-york/item/doro-tibs,,Zoma,2,/menu/zoma-new-york/item/doro-tibs#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/Q5NPOQPymmKrpfTW__1qlA/180s.jpg
257,3479,ySzkBv-_DTNT30eONPnAkg,Fish,"tilapia filet seasoned with herbs and spices, pan fried or grilled to perfection, served on a bed of tomato salad",Assa Tibs,1,/menu/zoma-new-york/item/assa-tibs,,Zoma,2,/menu/zoma-new-york/item/assa-tibs#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/TulQKTKqdQv7sddGxu38xQ/180s.jpg
258,3487,ySzkBv-_DTNT30eONPnAkg,Combinations,sampler serving of four vegetarian dishes,Vegetarian Combination,1,/menu/zoma-new-york/item/vegetarian-combination,,Zoma,9,/menu/zoma-new-york/item/vegetarian-combination#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/hvLOEm5CYlK4efNnbdg4GQ/180s.jpg
260,3536,5Vn6sxKkzvZLcEM2yZcjfQ,Appetizers,,119. Pu Pu Platter (For 2),1,/menu/empire-corner-new-york/item/119-pu-pu-platter-for-2,$9.00,Empire Corner Restaurant,1,/menu/empire-corner-new-york/item/119-pu-pu-platter-for-2#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/e8qN6c0uU58b-oM4OICx4w/180s.jpg
263,3748,5Vn6sxKkzvZLcEM2yZcjfQ,Side Orders,,White Rice,1,/menu/empire-corner-new-york/item/white-rice,"[: $1.25, Pint: $1.25, Quart: $1.25]",Empire Corner Restaurant,1,/menu/empire-corner-new-york/item/white-rice#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/yYasC-2_6gwkq9saUIQBPw/180s.jpg
264,3772,TWpiHjsd0c9Q9OG9l38SBg,Small Dish Vegetables,"Sauteed spinach, walnuts and apples.",Minstrel Greens Gluten Free,1,/menu/lura-new-york/item/minstrel-greens-gluten-free,$7.00,Lura,2,/menu/lura-new-york/item/minstrel-greens-gluten-free#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/wf5kJTFymrnqK71am7HO6g/180s.jpg
265,3776,TWpiHjsd0c9Q9OG9l38SBg,Small Dish Bites,With garlic tahini sauce.,Falafel,2,/menu/lura-new-york/item/falafel,$6.00,Lura,1,/menu/lura-new-york/item/falafel#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/4lR1kUNvKejmQ2IIma505A/180s.jpg
266,3789,TWpiHjsd0c9Q9OG9l38SBg,Chicken,"Sesame-crusted, white wine sauce, garlic-truffle mashed potatoes.",Chicken Schnitzel,2,/menu/lura-new-york/item/chicken-schnitzel,$16.00,Lura,3,/menu/lura-new-york/item/chicken-schnitzel#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/cOlKC30jKLgifSPUAvuE_g/180s.jpg
267,3793,TWpiHjsd0c9Q9OG9l38SBg,Meat,"Caramelized onions and peppers, truffle oil and French fries.",Pan Fried Steak,1,/menu/lura-new-york/item/pan-fried-steak,$19.00,Lura,1,/menu/lura-new-york/item/pan-fried-steak#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/8w18oBxcoILFLsXAymowYw/180s.jpg
268,3803,TWpiHjsd0c9Q9OG9l38SBg,Homemade Sweets,,Baklava,1,/menu/lura-new-york/item/baklava,$7.00,Lura,1,/menu/lura-new-york/item/baklava#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/PKWm0wROrTSm4w9b-_ZlGA/180s.jpg
269,3837,rGEeBgbztKbFDh4kum8x1w,Vegetables,with garlic sauce,Eggplant,1,/menu/columbia-cottage-new-york/item/eggplant,8.95,Columbia Cottage,5,/menu/columbia-cottage-new-york/item/eggplant#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/rZsMVuaNYXvt4sZI29-TSw/180s.jpg
270,3859,rGEeBgbztKbFDh4kum8x1w,Poultry,with eggplant,Chicken,1,/menu/columbia-cottage-new-york/item/chicken,9.25,Columbia Cottage,24,/menu/columbia-cottage-new-york/item/chicken#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/__MJuxeqXUi6bZRMhX2n6g/180s.jpg
271,3865,rGEeBgbztKbFDh4kum8x1w,Poultry,with broccoli,Chicken,1,/menu/columbia-cottage-new-york/item/chicken-2,9.25,Columbia Cottage,24,/menu/columbia-cottage-new-york/item/chicken-2#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/__MJuxeqXUi6bZRMhX2n6g/180s.jpg
272,3897,rGEeBgbztKbFDh4kum8x1w,Seafood,with mixed vegetable,Shrimp,1,/menu/columbia-cottage-new-york/item/shrimp,10.25,Columbia Cottage,13,/menu/columbia-cottage-new-york/item/shrimp#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/8YdVFvDJ_tXTfIW2_ortmw/180s.jpg
273,3904,H8TAPuQZa_pFaitbRnpY8Q,Soups,,Lentil,1,/menu/amirs-grill-new-york/item/lentil,3.75,Amir's Falafel,10,/menu/amirs-grill-new-york/item/lentil#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/rZ52_BRlc33rOW7qZ9I-hQ/180s.jpg
274,3911,H8TAPuQZa_pFaitbRnpY8Q,Salads - Additional Salad Toppings,,Falafel,1,/menu/amirs-grill-new-york/item/falafel,1.50,Amir's Falafel,56,/menu/amirs-grill-new-york/item/falafel#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/rZ52_BRlc33rOW7qZ9I-hQ/180s.jpg
275,3925,H8TAPuQZa_pFaitbRnpY8Q,Vegetarian Sandwiches,"whole wheat pita, lettuce, tomato, pickle",Falafel,1,/menu/amirs-grill-new-york/item/falafel-2,3.75,Amir's Falafel,56,/menu/amirs-grill-new-york/item/falafel-2#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/rZ52_BRlc33rOW7qZ9I-hQ/180s.jpg
276,3926,H8TAPuQZa_pFaitbRnpY8Q,Vegetarian Sandwiches,"whole wheat pita, lettuce, tomato, tahini sauce, pickle",Hummus,1,/menu/amirs-grill-new-york/item/hummus,3.95,Amir's Falafel,22,/menu/amirs-grill-new-york/item/hummus#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/rZ52_BRlc33rOW7qZ9I-hQ/180s.jpg
277,3936,H8TAPuQZa_pFaitbRnpY8Q,Cold Sides,,Hummus,1,/menu/amirs-grill-new-york/item/hummus-2,3.00,Amir's Falafel,22,/menu/amirs-grill-new-york/item/hummus-2#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/rZ52_BRlc33rOW7qZ9I-hQ/180s.jpg
278,3966,Fk495HaokZDrGkAG8s_dlg,Sides,,Sauerkraut,3,/menu/bier-international-new-york/item/sauerkraut,4.00,Bier International,7,/menu/bier-international-new-york/item/sauerkraut#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/A1Mer0W5sXplTENl9BR9mg/180s.jpg
279,3994,YKAwpTnKO-n5vB9-pqaCLQ,Authentic Regional Dishes,spicy pork marinaded in a red sauce,Carne Enchilada,1,/menu/taqueria-y-fonda-la-mexicana-new-york-2/item/carne-enchilada,11.95,Taqueria Y La Fonda,4,/menu/taqueria-y-fonda-la-mexicana-new-york-2/item/carne-enchilada#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/WQbW73F4AqpyxtwurU2E2Q/180s.jpg
280,4010,YKAwpTnKO-n5vB9-pqaCLQ,Featured Items,"if you love tacos, try our savory alambres, which include the ingredient of your choice, plus lettuce, onions, tomatoes, guacamole, bacon, cheese, and green peppers served over fresh homemade tortillas",Alambres,1,/menu/taqueria-y-fonda-la-mexicana-new-york-2/item/alambres,10.95,Taqueria Y La Fonda,5,/menu/taqueria-y-fonda-la-mexicana-new-york-2/item/alambres#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/S8OsniWbPrKnzT_3MkulEA/180s.jpg
281,4016,YKAwpTnKO-n5vB9-pqaCLQ,Side Order,,Rice,1,/menu/taqueria-y-fonda-la-mexicana-new-york-2/item/rice,[8oz: 2.25],Taqueria Y La Fonda,41,/menu/taqueria-y-fonda-la-mexicana-new-york-2/item/rice#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/s9zFfKBGSkKYJ6URK9tx2A/180s.jpg
282,4020,YKAwpTnKO-n5vB9-pqaCLQ,Side Order,take home our famous sauces!,Sauce,2,/menu/taqueria-y-fonda-la-mexicana-new-york-2/item/sauce,[8oz: 4.00],Taqueria Y La Fonda,53,/menu/taqueria-y-fonda-la-mexicana-new-york-2/item/sauce#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/Z5GFhEM4kgL8E64KwpRT3g/180s.jpg
283,4035,J9xVQScnr0lYWl61_mLXMA,Grilled Tuscan Bread Crostini,,Creamy Garlic Parmesan Bread,1,/menu/lido-new-york/item/creamy-garlic-parmesan-bread,8.00,Lido,2,/menu/lido-new-york/item/creamy-garlic-parmesan-bread#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/v6vf1ktU07U7g-n8xQP1bg/180s.jpg
284,4041,J9xVQScnr0lYWl61_mLXMA,Pasta,"Roasted Butternut Squash, Sage Pesto",Spinach Tortellini,1,/menu/lido-new-york/item/spinach-tortellini,18.00,Lido,1,/menu/lido-new-york/item/spinach-tortellini#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/qmn0IoExYdRsKP8aUk60yg/180s.jpg
285,4043,J9xVQScnr0lYWl61_mLXMA,Pasta,"Truffle Butter, Parmesan, Guanciale, Sage",Gnocchi*,5,/menu/lido-new-york/item/gnocchi,18.00,Lido,34,/menu/lido-new-york/item/gnocchi#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/LEk7TPAqP59FlRTG-G8ncA/180s.jpg
286,4044,J9xVQScnr0lYWl61_mLXMA,Pasta,"Roasted Veal Meatballs, San Marzano Tomato, Basil",Spaghetti*,3,/menu/lido-new-york/item/spaghetti,18.00,Lido,25,/menu/lido-new-york/item/spaghetti#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/Jd3E02AR-LsMhs1hvdevjQ/180s.jpg
287,4052,J9xVQScnr0lYWl61_mLXMA,Secondi,"Parmesan Polenta, Horseradish Cream",Crispy Short Ribs,1,/menu/lido-new-york/item/crispy-short-ribs,25.00,Lido,1,/menu/lido-new-york/item/crispy-short-ribs#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/b_bqDeSeJKEfP2deLvGJqQ/180s.jpg
291,4110,cRyZA1k3nvqj_0s_kr7HGA,Pasta,In roasted red pepper-tomato sauce and topped with fresh basil and mozzarella cheese.,Penne,1,/menu/107-west-restaurant-new-york-2/item/penne,$12.50,107 West Restaurant,2,/menu/107-west-restaurant-new-york-2/item/penne#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/cia-1xOL9ZnF4uNGC5S2rA/180s.jpg
292,4143,v13Ur9Yf2EhvGlvPAaFNeQ,Big Plates,,Pasta Du Jour,1,/menu/vareli-new-york/item/pasta-du-jour,,Vareli,2,/menu/vareli-new-york/item/pasta-du-jour#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/eA9wFcEeSSkGjU3VNJahrQ/180s.jpg
293,4169,v13Ur9Yf2EhvGlvPAaFNeQ,Late Night Menu - Plates,"ny white cheddar, spicy aioli, caramelized onions, brioche",Grass-Fed Beef Sliders,1,/menu/vareli-new-york/item/grass-fed-beef-sliders,13.00,Vareli,3,/menu/vareli-new-york/item/grass-fed-beef-sliders#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/MB9ro5x_172f4OQsrfigZg/180s.jpg
294,4178,v13Ur9Yf2EhvGlvPAaFNeQ,Sides,,Broccoli Rabe,1,/menu/vareli-new-york/item/broccoli-rabe,7.00,Vareli,6,/menu/vareli-new-york/item/broccoli-rabe#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/qCXC6BAh2ZcJY98JODMa7g/180s.jpg
295,4185,v13Ur9Yf2EhvGlvPAaFNeQ,Desserts,"semolina coconut cake, halva mousse, braised figs, blueberry-hibiscus coulis",Quince Basbousa,1,/menu/vareli-new-york/item/quince-basbousa,8.00,Vareli,2,/menu/vareli-new-york/item/quince-basbousa#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/xd3yzAeTrpfcFDxzvan8gg/180s.jpg
297,4617,pIrSHmLYW6Bdjiz-HHWd1Q,Side Orders,,Spinach,3,/menu/bettolona-new-york/item/spinach,6.00,Bettolona,9,/menu/bettolona-new-york/item/spinach#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/s-hGEO1-FqDVs99qzejVHg/180s.jpg
298,4620,pIrSHmLYW6Bdjiz-HHWd1Q,Side Orders,,Zucchini,1,/menu/bettolona-new-york/item/zucchini,6.00,Bettolona,2,/menu/bettolona-new-york/item/zucchini#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/s-hGEO1-FqDVs99qzejVHg/180s.jpg
299,4621,pIrSHmLYW6Bdjiz-HHWd1Q,Side Orders,,Eggplant,1,/menu/bettolona-new-york/item/eggplant,6.00,Bettolona,1,/menu/bettolona-new-york/item/eggplant#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/s-hGEO1-FqDVs99qzejVHg/180s.jpg
300,4622,pIrSHmLYW6Bdjiz-HHWd1Q,Pasta Dishes,"Homemade spinach fettuccine, sweet sausage, peas and tomatoes in cream sauce.",Fettuccine,1,/menu/bettolona-new-york/item/fettuccine,13.00,Bettolona,10,/menu/bettolona-new-york/item/fettuccine#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/BuHWmKbZRwM62dxJMfBGlA/180s.jpg
301,4625,pIrSHmLYW6Bdjiz-HHWd1Q,Pasta Dishes,Linguine with homemade tomatoes and meat sauce.,Bolognese,1,/menu/bettolona-new-york/item/bolognese,12.50,Bettolona,6,/menu/bettolona-new-york/item/bolognese#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/3RU95Sug4a_Fj967iDVgPA/180s.jpg
302,4626,pIrSHmLYW6Bdjiz-HHWd1Q,Pasta Dishes,Homemade gnocchi with tomato sauce and melted fresh mozzarella cheese.,Gnocchi,2,/menu/bettolona-new-york/item/gnocchi,12.50,Bettolona,11,/menu/bettolona-new-york/item/gnocchi#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/PIwP7GCwC7utDT7P_1RXLQ/180s.jpg
303,4627,pIrSHmLYW6Bdjiz-HHWd1Q,Pasta Dishes,Spinach lasagna with meat sauce and bechamel.,Lasagna Verdi,1,/menu/bettolona-new-york/item/lasagna-verdi,13.50,Bettolona,3,/menu/bettolona-new-york/item/lasagna-verdi#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/xRHcUKt6Vzek4BlchY93TA/180s.jpg
304,4785,4GYc1Ld8r4rGQJKz_Qp07A,Entrees,fried & smothered only,Smothered Chicken,2,/menu/miss-mamies-spoonbread-too-new-york/item/smothered-chicken,"[: 12.95, All White Meat Add: 12.95]",Miss Mamie's Spoonbread Too,21,/menu/miss-mamies-spoonbread-too-new-york/item/smothered-chicken#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/3b56rjIjcZdV-eSD3-AKxg/180s.jpg
305,4787,4GYc1Ld8r4rGQJKz_Qp07A,Entrees,a little of jamaica here in harlem,Jerk Chicken,2,/menu/miss-mamies-spoonbread-too-new-york/item/jerk-chicken,13.95,Miss Mamie's Spoonbread Too,12,/menu/miss-mamies-spoonbread-too-new-york/item/jerk-chicken#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/1NuO-uFTn_EVM6ou0uK7_w/180s.jpg
307,4804,4GYc1Ld8r4rGQJKz_Qp07A,Sides,,Mashed Potatoes,1,/menu/miss-mamies-spoonbread-too-new-york/item/mashed-potatoes,3.95,Miss Mamie's Spoonbread Too,29,/menu/miss-mamies-spoonbread-too-new-york/item/mashed-potatoes#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/OZKWjttS7iaZgCvFVW_TOg/180s.jpg
308,4805,4GYc1Ld8r4rGQJKz_Qp07A,Sides,,Candied Yams,2,/menu/miss-mamies-spoonbread-too-new-york/item/candied-yams,3.95,Miss Mamie's Spoonbread Too,39,/menu/miss-mamies-spoonbread-too-new-york/item/candied-yams#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/BJkrJcpcObCTiFqTqIfJ9A/180s.jpg
309,4806,4GYc1Ld8r4rGQJKz_Qp07A,Sides,,Cornbread Stuffing,2,/menu/miss-mamies-spoonbread-too-new-york/item/cornbread-stuffing,3.95,Miss Mamie's Spoonbread Too,18,/menu/miss-mamies-spoonbread-too-new-york/item/cornbread-stuffing#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/JwHE3PPAD6jocNabUfiNNw/180s.jpg
310,4809,4GYc1Ld8r4rGQJKz_Qp07A,Sides,,String Beans,1,/menu/miss-mamies-spoonbread-too-new-york/item/string-beans,3.95,Miss Mamie's Spoonbread Too,17,/menu/miss-mamies-spoonbread-too-new-york/item/string-beans#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/ZVWQq0OiNhhzgzbGkPQ58g/180s.jpg
311,4811,4GYc1Ld8r4rGQJKz_Qp07A,Sides,handcut & homemade,French Fries,2,/menu/miss-mamies-spoonbread-too-new-york/item/french-fries,3.95,Miss Mamie's Spoonbread Too,8,/menu/miss-mamies-spoonbread-too-new-york/item/french-fries#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/U8UoLZjwa86rcTO7kiItLQ/180s.jpg
312,4812,4GYc1Ld8r4rGQJKz_Qp07A,Sides,,Cabbage,1,/menu/miss-mamies-spoonbread-too-new-york/item/cabbage,3.95,Miss Mamie's Spoonbread Too,14,/menu/miss-mamies-spoonbread-too-new-york/item/cabbage#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/JSBJe5tBAjUji3SDDT7lDw/180s.jpg
313,4824,PBYypuk9DN-ccqrfYEJ9JA,Appetizers,Fried tofu w/ tempura sauce,Agedashi Tofu,1,/menu/vine-sake-and-sushi-new-york/item/agedashi-tofu,5.50,Vine: Sushi & Sake,2,/menu/vine-sake-and-sushi-new-york/item/agedashi-tofu#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/oq_BLmQ_AJiBiJS-MEqFzA/180s.jpg
315,4831,PBYypuk9DN-ccqrfYEJ9JA,Appetizers,,Tempura,1,/menu/vine-sake-and-sushi-new-york/item/tempura,"[Vegetable Tempura: 7.50, Shrimp & Vegetable T…: 7.50, Shrimp Tempura (5): 7.50]",Vine: Sushi & Sake,12,/menu/vine-sake-and-sushi-new-york/item/tempura#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/gygVBIoEfOdol99Ito9OSg/180s.jpg
317,4836,PBYypuk9DN-ccqrfYEJ9JA,Appetizers,6 pcs. raw fish,Sashimi,1,/menu/vine-sake-and-sushi-new-york/item/sashimi,11.25,Vine: Sushi & Sake,6,/menu/vine-sake-and-sushi-new-york/item/sashimi#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/mgfcsQU4juxqiT1us8D0tA/180s.jpg
318,4868,PBYypuk9DN-ccqrfYEJ9JA,Tom Yum Soup (spicy),,Shrimp,5,/menu/vine-sake-and-sushi-new-york/item/shrimp,"[Sm.: 5.95, Lg.: 5.95]",Vine: Sushi & Sake,2,/menu/vine-sake-and-sushi-new-york/item/shrimp#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/j2WA1GNvaCViXCZQcKm_BA/180s.jpg
319,4869,PBYypuk9DN-ccqrfYEJ9JA,Tom Yum Soup (spicy),,Seafood,2,/menu/vine-sake-and-sushi-new-york/item/seafood,[Lg.: 9.95],Vine: Sushi & Sake,6,/menu/vine-sake-and-sushi-new-york/item/seafood#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/UqYdvUjzb3LvBI6kxJE5Nw/180s.jpg
320,4870,PBYypuk9DN-ccqrfYEJ9JA,Sushi / Sashimi,,Tuna,4,/menu/vine-sake-and-sushi-new-york/item/tuna,3.25,Vine: Sushi & Sake,6,/menu/vine-sake-and-sushi-new-york/item/tuna#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/C2ZopM2lddXwRcS83612bA/180s.jpg
321,4873,PBYypuk9DN-ccqrfYEJ9JA,Sushi / Sashimi,,Salmon,3,/menu/vine-sake-and-sushi-new-york/item/salmon,3.00,Vine: Sushi & Sake,15,/menu/vine-sake-and-sushi-new-york/item/salmon#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/C2ZopM2lddXwRcS83612bA/180s.jpg
322,4884,PBYypuk9DN-ccqrfYEJ9JA,Sushi / Sashimi,,Shrimp,5,/menu/vine-sake-and-sushi-new-york/item/shrimp-2,3.00,Vine: Sushi & Sake,2,/menu/vine-sake-and-sushi-new-york/item/shrimp-2#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/j2WA1GNvaCViXCZQcKm_BA/180s.jpg
323,4892,PBYypuk9DN-ccqrfYEJ9JA,Roll & Hand Roll,,Tuna Roll*,2,/menu/vine-sake-and-sushi-new-york/item/tuna-roll,5.00,Vine: Sushi & Sake,5,/menu/vine-sake-and-sushi-new-york/item/tuna-roll#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/mgfcsQU4juxqiT1us8D0tA/180s.jpg
324,4902,PBYypuk9DN-ccqrfYEJ9JA,Roll & Hand Roll,,Shrimp Tempura,1,/menu/vine-sake-and-sushi-new-york/item/shrimp-tempura,7.00,Vine: Sushi & Sake,5,/menu/vine-sake-and-sushi-new-york/item/shrimp-tempura#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/b0qOsgYBxFOLaMlLhOTMsw/180s.jpg
326,4938,PBYypuk9DN-ccqrfYEJ9JA,House Special Roll,"Eel, salmon, shrimp, asparagus lightly fried with teriyaki sauce",House Tempura Roll,1,/menu/vine-sake-and-sushi-new-york/item/house-tempura-roll,10.95,Vine: Sushi & Sake,1,/menu/vine-sake-and-sushi-new-york/item/house-tempura-roll#menu-reviews,http://s3-media3.fl.yelpassets.com/bphoto/PH0vT1w6eRGgZWOdcTO7Eg/180s.jpg
327,4940,PBYypuk9DN-ccqrfYEJ9JA,House Special Roll,"Shrimp, avocado topped with seared salmon & sweet mayonnaise",Riverside Roll,1,/menu/vine-sake-and-sushi-new-york/item/riverside-roll,13.50,Vine: Sushi & Sake,2,/menu/vine-sake-and-sushi-new-york/item/riverside-roll#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/lZm7MBVg02XuXBKUTmpbuQ/180s.jpg
328,4947,PBYypuk9DN-ccqrfYEJ9JA,Kitchen Entre (Japanese Style),,Chicken Teriyaki,1,/menu/vine-sake-and-sushi-new-york/item/chicken-teriyaki,12.95,Vine: Sushi & Sake,6,/menu/vine-sake-and-sushi-new-york/item/chicken-teriyaki#menu-reviews,http://s3-media4.fl.yelpassets.com/bphoto/2xMO6imsBTc5rQcw3_qN3g/180s.jpg
330,4958,PBYypuk9DN-ccqrfYEJ9JA,Kitchen Entre (Japanese Style),,Tempura,1,/menu/vine-sake-and-sushi-new-york/item/tempura-2,"[Vegetable: 11.25, Chicken & Vegetable: 11.25, Shrimp & Vegetable: 11.25, Only Shrimp: 11.25]",Vine: Sushi & Sake,12,/menu/vine-sake-and-sushi-new-york/item/tempura-2#menu-reviews,http://s3-media1.fl.yelpassets.com/bphoto/gygVBIoEfOdol99Ito9OSg/180s.jpg
331,4973,PBYypuk9DN-ccqrfYEJ9JA,Sushi Entre,,Sashimi,1,/menu/vine-sake-and-sushi-new-york/item/sashimi-2,"[Regular (10 pcs): 19.25, Deluxe (13 pcs): 19.25]",Vine: Sushi & Sake,6,/menu/vine-sake-and-sushi-new-york/item/sashimi-2#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/mgfcsQU4juxqiT1us8D0tA/180s.jpg
332,4985,PBYypuk9DN-ccqrfYEJ9JA,Love Boat,,Sashimi,1,/menu/vine-sake-and-sushi-new-york/item/sashimi-3,"[Two: 55.00, Three: 55.00]",Vine: Sushi & Sake,6,/menu/vine-sake-and-sushi-new-york/item/sashimi-3#menu-reviews,http://s3-media2.fl.yelpassets.com/bphoto/mgfcsQU4juxqiT1us8D0tA/180s.jpg
