Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.5362439,50.89314634,51.23504878,51.56795122,51.89880488,52.24458537,52.62121951,53.04170732,53.5125122,54.03514634,54.60912195,55.22697561,55.8747561,56.5325122,57.19026829,57.83609756,58.4625122,59.0665122,59.64407317,60.18968293,60.70982927,61.2164878,61.71160976,62.18514634,62.61707317,62.98526829,63.26607317,63.43153659,63.45121951,63.30080488,62.9355122,62.31814634,61.45292683,60.36656098,59.09370732,57.67843902,56.17031707,54.63512195,53.14065854,51.7422439,50.48963415,49.41117073,48.49968293,47.7454878,47.15543902,46.72695122,46.44797561,46.29609756,46.25036585,46.30026829,46.44029268,46.66895122,46.99070732,47.40560976,,
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.48263415,36.89570732,37.31878049,37.76034146,38.22536585,38.72585366,39.2727561,39.86856098,40.5127561,41.20236585,41.93741463,42.7164878,43.52609756,44.3457561,45.15443902,45.92958537,46.65558537,47.31539024,47.89046341,48.36334146,48.71109756,48.91582927,48.98163415,48.91768293,48.73453659,48.44180488,48.05156098,47.58778049,47.08090244,46.55892683,46.04782927,45.56807317,45.12807317,44.7377561,44.41002439,44.14878049,43.9514878,43.80712195,43.71260976,43.67087805,43.69231707,43.78739024,43.96358537,44.22390244,44.56782927,44.99592683,45.50819512,46.0912439,46.72912195,47.40492683,48.09873171,48.79304878,49.47539024,50.13680488,,
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.13317073,71.34609756,71.36707317,71.38073171,71.77634146,71.87219512,72.00439024,72.20780488,72.35341463,72.50146341,72.7004878,73.02926829,72.93390244,73.16268293,73.23756098,73.52170732,73.85609756,74.21560976,74.5297561,74.86634146,75.07804878,75.47853659,75.6804878,76.03634146,76.31756098,76.30341463,76.44,76.7395122,76.80926829,77.06560976,77.37707317,77.55341463,77.32073171,77.68512195,77.86195122,77.97756098,78.2304878,78.4804878,78.66243902,78.88292683,79.23658537,79.48780488,79.5902439,79.83902439,80.14146341,80.29268293,80.64390244,80.36987805,80.54321951,80.71709756,80.8934878,81.06831707,81.23804878,81.40112195,,
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.82376209,68.26374839,68.00779332,68.69636848,69.05244017,69.27681461,69.52695537,69.27278129,69.53617344,69.27589883,69.44706991,69.48535544,69.9255778,70.0678602,70.30599818,70.17452814,70.31924102,70.24234605,70.14798914,70.23950194,69.89032991,70.37146956,70.45513367,70.38961098,70.34901758,70.31275699,70.56492213,70.61176532,70.86171837,70.73196965,70.65636732,70.57260774,70.73234787,70.84622957,70.86952676,71.02589323,71.33546524,71.51758933,71.89811827,72.18492179,72.71969035,73.09785547,73.24391073,73.38323355,73.7386941,73.83907249,74.09335416,74.25238333,74.57753902,74.9318257,75.29534873,75.9369075,76.02213084,76.12758273,,
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.31341463,71.64487805,71.19609756,71.18756098,72.07780488,72.20170732,72.33560976,72.63658537,72.5902439,72.61268293,73.0202439,73.13073171,73.64439024,73.94097561,74.28707317,74.66560976,74.78536585,75.23804878,75.18731707,75.46609756,75.45926829,75.69317073,76.03390244,76.03121951,76.60853659,76.73365854,76.89902439,77.19756098,77.22658537,77.42121951,77.24243902,77.51463415,77.80609756,78.08536585,78.35,78.41707317,78.89609756,79.0795122,79.32439024,79.5804878,79.6804878,80.1804878,80.38536585,80.53658537,81.08780488,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.74878049,,
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.63978049,70.73441463,70.83009756,70.93331707,71.04758537,71.17192683,71.29934146,71.42185366,71.53597561,71.64070732,71.73904878,71.836,71.93804878,72.05017073,72.17736585,72.32460976,72.49390244,72.6852439,72.89312195,73.11602439,73.34495122,73.57392683,73.79592683,74.00646341,74.20653659,74.39812195,74.58773171,74.78182927,74.98546341,75.19858537,75.4182439,75.63692683,75.84968293,76.053,76.24739024,76.43734146,76.62990244,76.83153659,77.04721951,77.27792683,77.52460976,77.78521951,78.0532439,78.32314634,78.58843902,78.84312195,79.08021951,79.29726829,79.49482927,79.67139024,79.8314878,79.97863415,80.11982927,80.25953659,,
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.02153659,57.40868293,57.8245122,58.2695122,58.74370732,59.24407317,59.76512195,60.30331707,60.85560976,61.421,62.00443902,62.61236585,63.24778049,63.91314634,64.605,65.32280488,66.06556098,66.82380488,67.58458537,68.33546341,69.0555122,69.72834146,70.3434878,70.89643902,71.38670732,71.8182439,72.2025122,72.55587805,72.8932439,73.22253659,73.54514634,73.85797561,74.15502439,74.43678049,74.70929268,74.98660976,75.28680488,75.6175122,75.97926829,76.36612195,76.75856098,77.13104878,77.4615122,77.73792683,77.95980488,78.13721951,78.2897561,78.44297561,78.61741463,78.81858537,79.05046341,79.3065122,79.57265854,79.83680488,,
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.46580488,43.7807561,44.71265854,46.331,48.58087805,51.29143902,54.20412195,57.01239024,59.46885366,61.45117073,62.9062439,63.8722439,64.52146341,65.00329268,65.37929268,65.69958537,65.99443902,66.26404878,66.51373171,66.76229268,67.02360976,67.29765854,67.57209756,67.8365122,68.09290244,68.34129268,68.58217073,68.81553659,69.04239024,69.2622439,69.47156098,69.66131707,69.832,69.99065854,70.14782927,70.32917073,70.56282927,70.86390244,71.23487805,71.66870732,72.14073171,72.61978049,73.06960976,73.46509756,73.79370732,74.05390244,74.25631707,74.42407317,74.57982927,74.73163415,74.88502439,75.042,75.1995122,75.35302439,,
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.87241463,37.56307317,38.23382927,38.88017073,39.50509756,40.12441463,40.76192683,41.43695122,42.161,42.93209756,43.74343902,44.57982927,45.41602439,46.23121951,47.00946341,47.74221951,48.42487805,49.06165854,49.65590244,50.20404878,50.70907317,51.1744878,51.60290244,51.98839024,52.3224878,52.59412195,52.79168293,52.90417073,52.91819512,52.82743902,52.60892683,52.23973171,51.72712195,51.094,50.37109756,49.59665854,48.8092439,48.05604878,47.38502439,46.83556098,46.45390244,46.27312195,46.28358537,46.46295122,46.791,47.23229268,47.74265854,48.27370732,48.78663415,49.25682927,49.67529268,50.04756098,50.40173171,50.75741463,,
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.5237561,41.96534146,42.40595122,42.84356098,43.27865854,43.71517073,44.1585122,44.61363415,45.08456098,45.57178049,46.07639024,46.5984878,47.13219512,47.67156098,48.21112195,48.74639024,49.27382927,49.79036585,50.28843902,50.763,51.20702439,51.6135122,51.98197561,52.31041463,52.59734146,52.84478049,53.05673171,53.23821951,53.38978049,53.50995122,53.59126829,53.62426829,53.60195122,53.52482927,53.39687805,53.21860976,52.99053659,52.72609756,52.44673171,52.17385366,51.93587805,51.75719512,51.65526829,51.63904878,51.7164878,51.88904878,52.1502439,52.47914634,52.85582927,53.26485366,53.69482927,54.13736585,54.5875122,55.04180488,,
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.58163415,49.23004878,49.84395122,50.41885366,50.95229268,51.44136585,51.88865854,52.29821951,52.67707317,53.02919512,53.35904878,53.67053659,53.96604878,54.2484878,54.52231707,54.79297561,55.069,55.34741463,55.6237561,55.89053659,56.13921951,56.36178049,56.54519512,56.676,56.7427561,56.72302439,56.59839024,56.36843902,56.04370732,55.64026829,55.17768293,54.68197561,54.18363415,53.71407317,53.29719512,52.94941463,52.67663415,52.47173171,52.33312195,52.27121951,52.30192683,52.4412439,52.69217073,53.04880488,53.49965854,54.03329268,54.63426829,55.27617073,55.93404878,56.5844878,57.20402439,57.77521951,58.29656098,58.77,,
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.7167561,57.24773171,57.73921951,58.2007561,58.64126829,59.06217073,59.46334146,59.84021951,60.19578049,60.53704878,60.87319512,61.21139024,61.56078049,61.92839024,62.32160976,62.75214634,63.23212195,63.75826829,64.31897561,64.90034146,65.47817073,66.02492683,66.52007317,66.94692683,67.29953659,67.57429268,67.77680488,67.92919512,68.05473171,68.17097561,68.29719512,68.45131707,68.64021951,68.86563415,69.12958537,69.42692683,69.74736585,70.0744878,70.39395122,70.69956098,70.98721951,71.25790244,71.51729268,71.771,72.01860976,72.26060976,72.49558537,72.72304878,72.94353659,73.15807317,73.36768293,73.57385366,73.77707317,73.97882927,,
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.44195122,43.83814634,44.23397561,44.62887805,45.02470732,45.42629268,45.84390244,46.28195122,46.74097561,47.21853659,47.70731707,48.19609756,48.67365854,49.13268293,49.57073171,49.98682927,50.38634146,50.77756098,51.16682927,51.55804878,51.95517073,52.36265854,52.77758537,53.196,53.61092683,54.01490244,54.396,54.7462439,55.06314634,55.34619512,55.59941463,55.8292439,56.04812195,56.26453659,56.48443902,56.70980488,56.94214634,57.17646341,57.41129268,57.64509756,57.87943902,58.11380488,58.34870732,58.58314634,58.81804878,59.05239024,59.28604878,59.519,59.74970732,59.97817073,60.20341463,60.4254878,60.644,60.8574878,,
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.00136585,49.10919512,49.21039024,49.31497561,49.44158537,49.62353659,49.89663415,50.28309756,50.79190244,51.42095122,52.1574878,52.97612195,53.83990244,54.7135122,55.5757561,56.41056098,57.214,57.99334146,58.7557561,59.49726829,60.22082927,60.92982927,61.62619512,62.30895122,62.97117073,63.59841463,64.17431707,64.69004878,65.14326829,65.53868293,65.88641463,66.20158537,66.50521951,66.81485366,67.1424878,67.49568293,67.87890244,68.28507317,68.70712195,69.1435122,69.5912439,70.04778049,70.50814634,70.96826829,71.42260976,71.86658537,72.29609756,72.71063415,73.10963415,73.49158537,73.85697561,74.20682927,74.54373171,74.87068293,,
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.60636585,62.17770732,62.74090244,63.29387805,63.83617073,64.36478049,64.87773171,65.37656098,65.86536585,66.35019512,66.83860976,67.33965854,67.85885366,68.39973171,68.96129268,69.54404878,70.1474878,70.76007317,71.37078049,71.96704878,72.53287805,73.05521951,73.52507317,73.94041463,74.3002439,74.60704878,74.86985366,75.10165854,75.31597561,75.52231707,75.72668293,75.93356098,76.14195122,76.35034146,76.55873171,76.76760976,76.9754878,77.17736585,77.3732439,77.55912195,77.7344878,77.89580488,78.04409756,78.18239024,78.31417073,78.44602439,78.5845122,78.73465854,78.9004878,79.0825122,79.27970732,79.48956098,79.70502439,79.921,,
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.99042604,62.47598585,62.91943558,63.31850077,63.67456613,63.99251323,64.2793148,64.54622046,64.80269924,65.05509488,65.30681289,65.5581227,65.80682695,66.04920711,66.28477793,66.51525806,66.74318864,66.96919777,67.19425216,67.41945908,67.64243312,67.85422449,68.06776129,68.23224705,68.38635033,68.51055916,68.60808531,68.70385326,68.73949843,68.78896328,68.82736156,68.85789848,68.93536195,68.90486086,68.93107862,68.96541293,69.01143276,69.15183347,69.13861404,69.22639186,69.33855594,69.48104519,69.73877582,69.85055862,70.07064369,70.30583224,70.54956558,70.79291201,71.02946055,71.25371967,71.46267773,71.65454923,71.83241456,72.00008306,,
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.90465854,64.51643902,65.13821951,65.76802439,66.40180488,67.03156098,67.6492439,68.24785366,68.82087805,69.36580488,69.88309756,70.37829268,70.85639024,71.32095122,71.7694878,72.19760976,72.59885366,72.96626829,73.29582927,73.58453659,73.8317561,74.03636585,74.20326829,74.33939024,74.4477561,74.52892683,74.58153659,74.60770732,74.61804878,74.62309756,74.64429268,74.70056098,74.80378049,74.95892683,75.16446341,75.411,75.68114634,75.95402439,76.21265854,76.4515122,76.66895122,76.87180488,77.07190244,77.27768293,77.49014634,77.70690244,77.92509756,78.13743902,78.34104878,78.534,78.71778049,78.89382927,79.06702439,79.23926829,,
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7097561,75.36341463,75.3097561,76.15609756,,77.47317073,,,,
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.59392683,69.92782927,70.2512439,70.56468293,70.86912195,71.16507317,71.45253659,71.731,72.0024878,72.26597561,72.52297561,72.77297561,73.01697561,73.25446341,73.48546341,73.71043902,73.93041463,74.14487805,74.35385366,74.55782927,74.75680488,74.95129268,75.1407561,75.3252439,75.50621951,75.68270732,75.85617073,76.02512195,76.19107317,76.35402439,76.51395122,76.67139024,76.82631707,76.97826829,77.12770732,77.27465854,77.41909756,77.56102439,77.70092683,77.83780488,77.97165854,78.10197561,78.22926829,78.35304878,78.47634146,78.60119512,78.72914634,78.86373171,79.00495122,79.15382927,79.30982927,79.47195122,79.63712195,79.80431707,,
Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.34878049,70.51268293,69.78682927,70.30439024,70.4595122,70.16317073,70.38487805,70.26414634,69.84073171,69.36707317,69.4402439,69.67707317,70.17658537,70.02268293,70.08658537,70.41463415,70.53268293,70.57341463,70.64390244,70.7495122,70.27804878,70.72219512,70.80780488,70.59146341,70.83756098,71.04634146,70.99731707,71.44560976,71.64146341,71.67560976,71.38390244,71.89829268,72.27170732,72.76780488,72.97268293,73.07487805,73.71463415,73.82487805,74.51463415,74.66829268,74.96829268,75.17317073,75.22195122,75.17073171,75.72195122,75.92439024,76.52439024,76.72439024,76.97560976,77.07804878,77.42439024,77.87317073,78.07560976,78.27804878,,
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.31295122,69.50995122,69.6925122,69.86009756,70.01370732,70.15182927,70.27092683,70.3735122,70.46509756,70.55068293,70.63978049,70.74287805,70.867,71.01668293,71.19541463,71.40173171,71.63414634,71.88368293,72.14280488,72.40853659,72.67790244,72.95239024,73.23097561,73.51214634,73.79285366,74.06453659,74.32163415,74.55960976,74.77895122,74.98268293,75.17736585,75.3195122,75.8195122,75.87073171,76.27073171,76.42195122,76.67317073,77.07317073,77.47560976,77.72682927,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.74146341,80.89268293,81.04390244,,
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.02126829,44.45134146,44.87443902,45.29104878,45.70863415,46.14714634,46.6335122,47.18165854,47.79163415,48.45292683,49.13609756,49.8017561,50.4154878,50.95485366,51.41390244,51.80360976,52.14997561,52.48690244,52.83987805,53.21736585,53.61734146,54.02885366,54.43241463,54.811,55.15863415,55.47273171,55.75673171,56.01665854,56.25592683,56.47360976,56.66317073,56.81614634,56.92958537,57.00358537,57.04365854,57.05341463,57.03841463,57.01119512,56.98773171,56.98146341,57.01034146,57.0882439,57.22056098,57.41121951,57.66363415,57.98129268,58.36417073,58.80034146,59.27587805,59.77731707,60.29119512,60.80307317,61.30397561,61.78695122,,
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,71.46341463,,,,,71.96341463,,,,,73.95121951,,,,,75.95121951,,,,,76.59756098,,,,,,,,,,,,,
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.17658537,72.43829268,72.3197561,72.4004878,72.48512195,72.37073171,72.44414634,72.92219512,73.12146341,73.22097561,73.34341463,73.41463415,73.43902439,73.68219512,73.80829268,74.07512195,73.7397561,74.63243902,74.39292683,74.21926829,74.10170732,74.2304878,74.55121951,74.4204878,74.56219512,74.42756098,74.5797561,74.69121951,74.77170732,74.7997561,74.80536585,75.15780488,75.19414634,75.11682927,75.37512195,75.21268293,75.59146341,75.94512195,76.13902439,76.34146341,76.59268293,76.79268293,76.89512195,77.14390244,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.30243902,,
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.84526829,52.5782439,53.2992439,54.00678049,54.70031707,55.37882927,56.04426829,56.69509756,57.33034146,57.9465122,58.53968293,59.10490244,59.63926829,60.14326829,60.61692683,61.06219512,61.48104878,61.87890244,62.26514634,62.64726829,63.03568293,63.43936585,63.86282927,64.30807317,64.77763415,65.27253659,65.79578049,66.33892683,66.88856098,67.43270732,67.95041463,68.42221951,68.83712195,69.19063415,69.48326829,69.7205122,69.91634146,70.09173171,70.26365854,70.44214634,70.63273171,70.83743902,71.04831707,71.26085366,71.47507317,71.69141463,71.90934146,72.12931707,72.34978049,72.57121951,72.79214634,73.01304878,73.23297561,73.45095122,,
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.13512195,46.59031707,47.045,47.49619512,47.94190244,48.37609756,48.79080488,49.1875122,49.57270732,49.95590244,50.34363415,50.74392683,51.17180488,51.64570732,52.18807317,52.8362439,53.6305122,54.57826829,55.66753659,56.87487805,58.16402439,59.4867561,60.78634146,62.00895122,63.11712195,64.07626829,64.86721951,65.51019512,66.02753659,66.43368293,66.75117073,67.00312195,67.21870732,67.421,67.6285122,67.84819512,68.07892683,68.30758537,68.52609756,68.73295122,68.93019512,69.12043902,69.30526829,69.4862439,69.66387805,69.83860976,70.00836585,70.17104878,70.32707317,70.47492683,70.61660976,70.75168293,70.88217073,71.00965854,,
East Asia & Pacific (developing only),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.19034041,45.63658717,46.51369587,47.87179623,49.69272058,51.84359717,54.12920423,56.32342576,58.2430973,59.80200223,60.96508882,61.76553404,62.33222629,62.78315065,63.16761267,63.52519291,63.88084632,64.23015544,64.57108266,64.91012164,65.251137,65.59422178,65.93429432,66.26262448,66.57967746,66.8865727,67.18298961,67.46849226,67.74190737,68.00215298,68.24552879,68.46506866,68.66188206,68.84333416,69.01927862,69.2108841,69.44095824,69.72206344,70.05662742,70.43955774,70.85268234,71.27297527,71.67210634,72.03068273,72.33931405,72.59641035,72.80887677,72.99320013,73.1658766,73.33234535,73.49680778,73.66096173,73.82385111,73.98297129,,
East Asia & Pacific (all income levels),EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.98931177,48.52321764,49.33189834,50.59192038,52.19981245,54.05783589,56.09087077,58.01014877,59.69265598,61.08775374,62.13564942,62.90847259,63.46321053,63.87858207,64.2787455,64.66056525,65.00717431,65.35468391,65.67630217,66.00366967,66.29776568,66.63701909,66.98217602,67.2794926,67.60734647,67.91162254,68.21389834,68.50618968,68.7460481,69.01271257,69.23806744,69.4625606,69.64434332,69.82540631,70.0139797,70.17686694,70.43908587,70.71906107,71.03120309,71.39043506,71.80674576,72.21800908,72.59726256,72.93850566,73.24556074,73.48031829,73.7125422,73.90109479,74.07287786,74.2580219,74.40665757,74.54782419,74.7303088,74.89485776,,
Europe & Central Asia (developing only),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.2105314,61.73673453,62.12940335,62.55351393,62.92965234,63.23059074,63.48808165,63.6899788,63.95793208,64.13623137,64.38261967,64.57483247,64.7160223,64.92475365,65.0932852,65.21361097,65.35166515,65.44338754,65.54869195,65.64523056,65.91569689,66.12962775,66.32986834,66.64149293,66.93889798,67.18743593,67.42691143,67.66340726,67.74595801,67.83262714,67.77310349,67.6216589,67.56392647,67.3800584,67.27495764,67.22961389,67.32466576,67.78158086,68.13981725,68.52110732,68.90386794,69.21095103,69.36905993,69.59424843,69.82696011,69.97155762,70.22323079,70.49039122,70.70275198,71.17960597,71.51793355,71.89905958,72.14887618,72.39378267,,
Europe & Central Asia (all income levels),ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.03002722,67.39474077,67.48937478,67.75993274,68.15814415,68.31097575,68.52277183,68.64870195,68.72086537,68.72908241,69.00872358,69.14600238,69.34941683,69.4436103,69.64602099,69.61942434,69.71945911,69.89160631,69.98153798,70.10061738,70.2046598,70.47078215,70.76280954,70.83361027,70.98514347,71.19767067,71.68027593,71.89154113,72.01051258,72.06338568,72.05621615,71.95884555,71.88280221,71.56270749,71.63181174,71.82688257,72.1861546,72.58038449,72.80475204,72.89986255,73.02841943,73.34394354,73.40168208,73.50808454,73.93325268,74.08602073,74.56769238,74.9130984,75.15747949,75.54126725,75.83339757,76.36788893,76.55221058,76.77120555,,
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.12443902,53.7607561,54.3544878,54.89663415,55.38519512,55.82470732,56.22565854,56.60658537,56.98553659,57.37346341,57.77787805,58.2012439,58.64104878,59.0962439,59.56985366,60.06680488,60.59012195,61.14080488,61.71536585,62.31036585,62.92382927,63.55085366,64.18595122,64.82065854,65.44897561,66.06339024,66.65936585,67.23534146,67.79129268,68.32519512,68.83907317,69.33743902,69.82282927,70.2987561,70.7662439,71.2272439,71.68221951,72.12865854,72.56056098,72.97392683,73.35685366,73.69739024,73.99058537,74.239,74.44714634,74.629,74.80004878,74.97873171,75.1765122,75.39934146,75.64770732,75.91660976,76.19256098,76.46507317,,
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.01370732,48.58158537,49.1065122,49.60195122,50.07539024,50.52039024,50.9204878,51.2682439,51.56868293,51.84178049,52.1224878,52.4552439,52.86995122,53.38307317,53.99609756,54.693,55.44182927,56.20063415,56.93797561,57.64136585,58.31582927,58.98043902,59.65717073,60.358,61.07595122,61.789,62.46863415,63.08982927,63.64056098,64.12080488,64.54907317,64.95534146,65.36963415,65.80995122,66.27780488,66.76019512,67.23160976,67.66358537,68.03658537,68.34514634,68.5912439,68.78643902,68.95168293,69.1074878,69.26382927,69.43114634,69.61390244,69.80856098,70.01360976,70.22802439,70.45082927,70.67856098,70.9072439,71.13292683,,
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.27371101,69.64436515,69.60281546,69.77242602,70.23234036,70.31869107,70.59547424,70.73566023,70.78598154,70.79269027,71.15697158,71.2647898,71.60383629,71.69887954,72.02448698,72.16771002,72.43328707,72.78877712,73.01045251,73.3337642,73.52758519,73.81093964,74.15401891,74.22921084,74.58799568,74.75764386,75.05656989,75.34586887,75.53036981,75.7517958,75.89669328,76.02317384,76.37849617,76.48566897,76.79385623,76.95410574,77.21708908,77.57992883,77.79548899,78.02013026,78.27399193,78.59671657,78.68434829,78.70711431,79.2785234,79.42612083,79.85587728,80.09950905,80.30260169,80.50318936,80.74800946,81.30274125,81.31169916,81.37270437,,
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.36290244,37.59887805,37.85158537,38.12312195,38.41453659,38.72697561,39.06107317,39.41343902,39.77868293,40.15085366,40.5235122,40.89121951,41.24885366,41.59229268,41.91692683,42.21463415,42.47673171,42.70814634,42.91678049,43.11504878,43.31992683,43.54992683,43.82263415,44.15014634,44.54502439,45.01131707,45.55058537,46.15185366,46.80314634,47.49802439,48.23595122,49.0184878,49.84004878,50.68968293,51.55134146,52.40460976,53.22853659,54.00960976,54.73934146,55.41168293,56.02653659,56.58985366,57.119,57.62843902,58.12819512,58.62678049,59.1292439,59.63621951,60.1472439,60.66336585,61.18509756,61.71092683,62.23478049,62.75463415,,
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.10926829,69.4804878,69.51902439,69.68121951,70.3997561,70.80926829,71.05512195,71.25292683,71.53780488,71.05756098,72.02731707,71.6302439,72.81804878,72.61073171,72.9697561,73.31878049,73.64268293,74.13195122,74.29560976,74.81878049,75.34926829,75.52853659,76.13414634,75.90902439,76.29536585,76.2595122,76.5104878,76.72804878,76.74707317,76.81365854,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,82.42682927,,
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.90597561,68.36285366,68.74204878,69.05407317,69.30992683,69.51712195,69.68068293,69.80212195,69.88292683,69.92760976,69.93660976,69.90534146,69.83331707,69.72507317,69.59117073,69.4437561,69.29243902,69.15136585,69.03219512,68.946,68.91407317,68.97804878,69.12682927,69.37560976,69.27804878,69.3804878,70.08536585,70.64390244,70.69756098,70.03902439,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,76.42439024,,
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.40570732,39.06863415,39.69765854,40.27680488,40.79707317,41.25446341,41.65597561,42.01556098,42.34617073,42.65280488,42.93990244,43.211,43.46302439,43.69153659,43.89153659,44.04002439,44.11104878,44.09863415,44.01280488,43.87953659,43.74680488,43.67356098,43.70529268,43.8684878,44.16860976,44.58370732,45.07480488,45.58492683,46.07314634,46.52597561,46.94495122,47.34612195,47.76246341,48.21795122,48.71807317,49.25834146,49.82621951,50.40668293,50.99663415,51.601,52.24114634,52.94695122,53.73487805,54.60885366,55.56134146,56.57180488,57.61521951,58.65365854,59.65626829,60.60014634,61.46795122,62.25285366,62.96595122,63.61734146,,
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.27954395,69.58937012,69.51456838,69.75930074,70.22603602,70.33689557,70.56733338,70.67725898,70.72345628,70.67886356,70.99791646,71.10600402,71.41381445,71.53396097,71.82454607,71.92026866,72.12487553,72.4087402,72.52419966,72.7683244,72.86270491,73.20235556,73.46395521,73.52753686,73.80302003,73.87723904,74.14497751,74.38688949,74.57457691,74.73760163,74.85906597,74.96750366,75.28669043,75.39361543,75.68943023,75.81365775,76.06588486,76.35912911,76.59392231,76.82386118,77.15763113,77.49280022,77.60566525,77.69313269,78.19242808,78.36408138,78.73791532,78.96830794,79.18316615,79.44113743,79.72576466,80.29947443,80.31343968,80.38393396,,
