Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.29631338,41.85230886,42.42320403,43.01342435,43.62207266,44.24343128,44.86752302,45.48128998,46.07426327,46.64193459,47.1825081,47.69888093,48.19645153,48.67737141,49.13950755,49.57968918,49.99278871,50.37921438,50.74597328,51.10287085,51.46190527,51.9394567,52.3266552,52.72561067,53.12760372,53.51901212,53.8869854,54.22358959,54.51081382,54.75736672,55.06295359,55.23469394,55.37871217,55.5054894,55.62173071,55.73560288,55.85626585,55.99060026,56.13482828,56.28749203,56.48307706,56.69742136,56.93137337,57.18222248,57.44845551,57.73061365,58.03141613,58.34828861,58.67500086,59.00374801,59.32702218,59.64876329,59.96125678,60.26087157,,
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.8197561,68.84414634,68.57780488,69.01268293,69.22097561,68.97780488,69.47707317,69.66658537,69.61634146,69.50341463,70.1795122,70.01756098,70.70731707,71.22365854,71.13487805,71.67365854,71.81292683,72.3502439,72.89707317,73.15536585,73.44,73.74658537,74.29804878,74.20097561,74.51902439,74.22292683,74.56,74.59195122,74.57707317,74.79219512,74.81317073,75.22756098,75.45536585,75.70512195,76.39560976,76.4095122,76.69341463,76.87853659,77.09073171,77.29121951,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.83170732,,
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.9584878,56.39273171,56.81746341,57.23217073,57.63885366,58.03602439,58.42619512,58.80834146,59.1824878,59.54860976,59.9062439,60.25239024,60.58802439,60.91214634,61.22621951,61.53217073,61.83297561,62.12958537,62.42397561,62.71765854,63.00863415,63.29646341,63.57817073,63.85334146,64.11997561,64.37909756,64.62970732,64.87329268,65.11134146,65.34385366,65.57085366,65.79331707,66.0112439,66.22414634,66.43353659,66.63890244,66.8402439,67.03756098,67.23085366,67.42012195,67.60585366,67.788,67.96709756,68.14314634,68.31768293,68.49178049,68.666,68.84239024,69.021,69.20080488,69.38231707,69.56397561,69.74473171,69.923,,
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.86829268,70.11707317,70.31463415,70.51463415,70.66341463,70.81219512,70.96097561,71.16097561,71.3097561,71.45853659,71.65853659,71.90731707,72.10731707,72.35609756,72.60487805,72.85365854,73.10243902,73.35121951,73.60243902,73.85121951,74.05121951,74.3,74.5,74.8,75,75.3,75.6,75.8,76.1,76.34878049,76.6,76.84878049,77.1,77.3,77.64878049,77.75121951,77.95365854,78.30487805,78.60487805,78.75609756,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,81.96829268,,
Faeroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,74.49756098,,,,,75.98536585,,,,,,,,75.26585366,75.46585366,75.71463415,75.91463415,76.06341463,76.31219512,76.56341463,76.86341463,77.11463415,77.31463415,77.51707317,77.77073171,77.97560976,78.1804878,78.43658537,78.6902439,78.84390244,78.99512195,79.14390244,79.34146341,79.64146341,79.93902439,80.1902439,80.39268293,80.64390244,80.84634146,81.09756098,81.3,,
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.58658537,57.98558537,58.38358537,58.78158537,59.17958537,59.57858537,59.98158537,60.38758537,60.79758537,61.21158537,61.63358537,62.07058537,62.52058537,62.97558537,63.42658537,63.85458537,64.23958537,64.56758537,64.83358537,65.03658537,65.18358537,65.28958537,65.37358537,65.45358537,65.53958537,65.63658537,65.74558537,65.85858537,65.97258537,66.08458537,66.19758537,66.31012195,66.42265854,66.53570732,66.6482439,66.7597561,66.86770732,66.97160976,67.07290244,67.17263415,67.2752439,67.38426829,67.50373171,67.63514634,67.77602439,67.92487805,68.07619512,68.22397561,68.36573171,68.4984878,68.62173171,68.73797561,68.85021951,68.96097561,,
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.55780488,39.91521951,40.35963415,40.90958537,41.56853659,42.326,43.15897561,44.03095122,44.90992683,45.77841463,46.62539024,47.45036585,48.26336585,49.07285366,49.88185366,50.69185366,51.50834146,52.33231707,53.16429268,54.00026829,54.84421951,55.70014634,56.56107317,57.4114878,58.23292683,58.99839024,59.67995122,60.25956098,60.72378049,61.06709756,61.289,61.39643902,61.41243902,61.35946341,61.25353659,61.09470732,60.87553659,60.60056098,60.28826829,59.96812195,59.68802439,59.49631707,59.42292683,59.48429268,59.68385366,60.00914634,60.4312439,60.90373171,61.38570732,61.85270732,62.2897561,62.69334146,63.07392683,63.441,,
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.12682927,70.87804878,70.92682927,70.82682927,71.62439024,71.62439024,71.57317073,72.12439024,71.72439024,71.72195122,71.97317073,72.27317073,72.12439024,72.32439024,72.52439024,72.72439024,72.77560976,73.22439024,73.17560976,73.27560976,73.67560976,74.02682927,74.17804878,74.37804878,74.77804878,74.62926829,74.92926829,75.2804878,75.3804878,75.58292683,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,80.95609756,,
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.43185366,63.83185366,64.23434146,64.63882927,65.04180488,65.43678049,65.8187561,66.1822439,66.52573171,66.84921951,67.15921951,67.46619512,67.77717073,68.09112195,68.40258537,68.69456098,68.94358537,69.13565854,69.26629268,69.3394878,69.3762439,69.40402439,69.44929268,69.52804878,69.6412439,69.77485366,69.90080488,69.99263415,70.03534146,70.03246341,69.99960976,69.96082927,69.94773171,69.98234146,70.07568293,70.23373171,70.45443902,70.72073171,71.01402439,71.32173171,71.63034146,71.92978049,72.21207317,72.47173171,72.7057561,72.91070732,73.08907317,73.24843902,73.39680488,73.53773171,73.67473171,73.80978049,73.94487805,74.0795122,,
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.83146341,46.26670732,46.68253659,47.07843902,47.45336585,47.80763415,48.14097561,48.4552439,48.75641463,49.04807317,49.33497561,49.62195122,49.91229268,50.20729268,50.5095122,50.81395122,51.11546341,51.40982927,51.69729268,51.98178049,52.27178049,52.57831707,52.91043902,53.27368293,53.6704878,54.10970732,54.60268293,55.13731707,55.69363415,56.24717073,56.75163415,57.15726829,57.43678049,57.57980488,57.59482927,57.50270732,57.34078049,57.1642439,57.02392683,56.95370732,56.98758537,57.14760976,57.42192683,57.78665854,58.22485366,58.70453659,59.18670732,59.63785366,60.02995122,60.35102439,60.59956098,60.78858537,60.94712195,61.09863415,,
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.88639024,35.08112195,35.26039024,35.42517073,35.58092683,35.73160976,35.88160976,36.03843902,36.21158537,36.41007317,36.6434878,36.92043902,37.242,37.6092439,38.02468293,38.48326829,38.97695122,39.49963415,40.05026829,40.63080488,41.25878049,41.95570732,42.73117073,43.58319512,44.49636585,45.45473171,46.43534146,47.40519512,48.32931707,49.17819512,49.91885366,50.52734146,51.00409756,51.35553659,51.58758537,51.69968293,51.69780488,51.60934146,51.47517073,51.33563415,51.24992683,51.27629268,51.44063415,51.74902439,52.19458537,52.74512195,53.34953659,53.94370732,54.47843902,54.93187805,55.298,55.59019512,55.84465854,56.09165854,,
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,32.04221951,32.32563415,32.66109756,33.06209756,33.53763415,34.09319512,34.7322439,35.44326829,36.2112439,37.02417073,37.87056098,38.73741463,39.6137561,40.49012195,41.35697561,42.21036585,43.05326829,43.88868293,44.72009756,45.54202439,46.35095122,47.14687805,47.92229268,48.66870732,49.37712195,50.03104878,50.613,51.11846341,51.54846341,51.91046341,52.217,52.48604878,52.73909756,52.99512195,53.26514634,53.55617073,53.86765854,54.19068293,54.51668293,54.84419512,55.17121951,55.4977561,55.82129268,56.14185366,56.45590244,56.76192683,57.05792683,57.34387805,57.61880488,57.88168293,58.1335122,58.37480488,58.60707317,58.83134146,,
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.14541463,42.35465854,42.56287805,42.76912195,42.97185366,43.16904878,43.35860976,43.5395122,43.71321951,43.87980488,44.03980488,44.19536585,44.35007317,44.50646341,44.66858537,44.83939024,45.02082927,45.21380488,45.42073171,45.64258537,45.88082927,46.135,46.40612195,46.69121951,46.99034146,47.30443902,47.63597561,47.98495122,48.34492683,48.7115122,49.07382927,49.42353659,49.75173171,50.05404878,50.32702439,50.56785366,50.7772439,50.96209756,51.13063415,51.29046341,51.44692683,51.6097561,51.7815122,51.96643902,52.16609756,52.38085366,52.60829268,52.84370732,53.08173171,53.32060976,53.55843902,53.79609756,54.03363415,54.27170732,,
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.73304878,37.0324878,37.33241463,37.63234146,37.9317561,38.23165854,38.53207317,38.8325122,39.13295122,39.43443902,39.73492683,40.03395122,40.331,40.62704878,40.92456098,41.22702439,41.53885366,41.86256098,42.19914634,42.54812195,42.90958537,43.27960976,43.65529268,44.03065854,44.40373171,44.77346341,45.14226829,45.51056098,45.87329268,46.22492683,46.5554878,46.85353659,47.11160976,47.32678049,47.49809756,47.62158537,47.69280488,47.7242439,47.73334146,47.73753659,47.76370732,47.83773171,47.9765122,48.19097561,48.48709756,48.86836585,49.32782927,49.84507317,50.39573171,50.96536585,51.53307317,52.08490244,52.61290244,53.11456098,,
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.16390244,68.54863415,68.89226829,69.18570732,69.42943902,69.638,69.83746341,70.05246341,70.30256098,70.58929268,70.90363415,71.22656098,71.535,71.81485366,72.06463415,72.29370732,72.51956098,72.76165854,73.03107317,73.32936585,73.64714634,73.9694878,74.27802439,74.56487805,74.82717073,75.07656098,75.33021951,75.60263415,75.90065854,76.68780488,76.93902439,77.13658537,77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,80.63414634,,
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.81592683,60.2495122,60.67009756,61.07668293,61.47126829,61.85334146,62.22292683,62.58102439,62.92663415,63.2622439,63.58787805,63.9035122,64.20965854,64.50782927,64.797,65.07917073,65.35336585,65.61856098,65.8767561,66.12695122,66.36965854,66.60587805,66.83558537,67.05980488,67.27802439,67.4907561,67.6984878,67.90073171,68.0974878,68.2897561,68.47502439,68.65380488,68.82560976,68.99139024,69.15419512,69.3175122,69.48631707,69.66163415,69.84746341,70.04429268,70.25312195,70.47446341,70.70580488,70.94114634,71.17646341,71.4067561,71.625,71.82868293,72.01480488,72.18336585,72.33687805,72.47636585,72.61034146,72.74134146,,
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,63.41463415,63.95487805,63.4497561,63.07487805,63.19268293,63.3,63.46658537,63.83365854,64.24878049,64.65414634,64.58243902,64.66756098,65.06829268,64.99634146,65.1304878,65.50463415,65.8002439,65.52341463,65.66658537,65.71268293,66.08146341,66.33268293,66.89268293,67.55219512,68.10707317,68.38487805,68.75609756,69.17512195,69.46878049,69.94243902,70.18317073,70.44243902,70.83682927,71.00170732,,,,
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.53163415,46.10395122,46.68829268,47.28268293,47.88663415,48.50860976,49.16109756,49.84904878,50.56895122,51.31031707,52.05314634,52.77402439,53.4524878,54.07402439,54.63414634,55.1327561,55.57882927,55.9917561,56.3915122,56.79058537,57.2014878,57.6327561,58.08595122,58.55863415,59.05382927,59.56807317,60.09731707,60.63309756,61.16987805,61.70465854,62.23841463,62.77312195,63.3117561,63.85639024,64.40658537,64.96297561,65.52721951,66.09590244,66.66156098,67.21519512,67.74121951,68.2204878,68.64585366,69.01519512,69.33190244,69.60897561,69.86441463,70.11926829,70.38914634,70.68104878,70.99597561,71.32790244,71.66385366,71.99282927,,
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.22634146,61.72529268,62.21919512,62.707,63.1862439,63.65741463,64.11902439,64.57158537,65.01414634,65.44670732,65.86731707,66.2754878,66.67073171,67.05304878,67.42243902,67.77890244,68.12241463,68.45443902,68.7754878,69.0875122,69.39053659,69.68653659,69.97553659,70.25853659,70.53553659,70.80653659,71.06804878,71.32007317,71.56458537,71.80409756,72.04409756,72.28760976,72.54007317,72.80453659,73.08395122,73.38131707,73.69917073,74.034,74.38229268,74.7384878,75.09802439,75.4527561,75.79865854,76.13126829,76.44768293,76.74753659,77.03256098,77.30741463,77.57573171,77.83904878,78.10085366,78.36058537,78.61856098,78.87512195,,
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.23260976,58.36270732,58.49180488,58.62092683,58.74956098,58.87819512,59.00585366,59.13302439,59.25870732,59.38390244,59.50760976,59.63034146,59.75156098,59.87180488,59.99153659,60.10978049,60.226,60.33970732,60.45292683,60.56614634,60.68192683,60.80129268,60.9272439,61.05931707,61.19902439,61.34480488,61.49665854,61.65204878,61.80943902,61.96682927,62.12219512,62.27502439,62.42482927,62.57117073,62.71456098,62.8525122,62.983,63.10707317,63.22829268,63.35126829,63.4847561,63.64104878,63.82421951,64.03570732,64.27331707,64.52917073,64.79126829,65.04721951,65.28719512,65.50560976,65.7024878,65.88007317,66.04626829,66.20790244,,
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.98998494,68.39155778,68.43797821,68.66455188,69.03880561,69.16058479,69.40671402,69.61431819,69.58016424,69.76176438,70.07945305,70.35640638,70.60615869,70.7592559,71.11872393,71.34779488,71.54557694,71.83591682,71.97875577,72.22518321,72.25645861,72.58312005,72.93247728,73.00735619,73.1951148,73.38690629,73.79158248,74.03335268,74.13750322,74.31605681,74.42298749,74.52917366,74.5597422,74.40325567,74.59079617,74.76214771,75.19948785,75.58792161,75.73721171,75.80003445,75.97433366,76.24567861,76.34482052,76.47630987,76.88042147,76.99212671,77.42044763,77.70550215,77.90279514,78.18556316,78.4489536,78.76868118,78.9561984,79.14191201,,
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.99970732,67.57936585,68.13009756,68.64343902,69.11836585,69.55539024,69.9614878,70.34660976,70.7202439,71.08785366,71.45243902,71.45853659,71.45609756,72.1097561,72.61219512,73.36829268,72.8195122,73.3195122,73.57560976,73.67317073,74.67317073,75.32439024,75.42926829,75.27560976,76.02926829,76.43414634,76.68536585,76.88292683,77.08292683,77.02926829,77.3804878,77.88292683,77.67804878,78.03170732,78.52926829,78.68292683,79.62682927,80.12682927,80.13170732,80.38292683,80.87804878,81.42439024,81.47804878,81.32926829,81.7804878,81.5804878,82.37560976,82.32682927,82.37560976,82.77560976,82.97804878,83.42195122,83.4804878,83.83170732,,
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.28831707,46.96387805,47.63295122,48.289,48.92797561,49.54736585,50.14765854,50.73739024,51.32463415,51.91487805,52.51514634,53.13295122,53.77082927,54.4307561,55.1152439,55.82329268,56.55490244,57.30304878,58.06373171,58.83292683,59.61212195,60.40585366,61.21207317,62.02480488,62.83153659,63.6137561,64.35095122,65.03014634,65.64529268,66.19443902,66.68904878,67.14363415,67.57919512,68.0087561,68.43680488,68.85787805,69.26,69.62768293,69.95443902,70.2387561,70.48414634,70.69707317,70.8905122,71.07746341,71.26790244,71.47331707,71.70268293,71.9565122,72.23434146,72.5342439,72.85031707,73.17319512,73.49343902,73.80304878,,
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.5494816,39.98338721,40.41040664,40.82926895,41.23987548,41.64412252,42.04524499,42.44654569,42.85056582,43.2576784,43.66826631,44.08188587,44.49512435,44.90435514,45.30583293,45.69518251,46.06804847,46.42354717,46.76341502,47.08962487,47.40660227,47.71976898,48.03094645,48.33783709,48.63500221,48.90860823,49.14231933,49.32562609,49.45706942,49.54889568,49.62356985,49.70826651,49.82306938,49.97197544,50.14574156,50.33840047,50.55123654,50.78829435,51.05566075,51.3599192,51.70966804,52.11459477,52.57647444,53.09152875,53.65146919,54.24404516,54.8559527,55.46994359,56.07010111,56.643908,57.18086163,57.67490371,58.1309592,58.55410758,,
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.60865854,65.0155122,65.4082439,65.78787805,66.15443902,66.51204878,66.86278049,67.20873171,67.54892683,67.88136585,68.2004878,68.50163415,68.77873171,69.0292439,69.25270732,70.00195122,70.45536585,70.74439024,70.53878049,70.42731707,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,,
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.159,42.74087805,43.31826829,43.88968293,44.45109756,44.99307317,45.50463415,45.97980488,46.41707317,46.81739024,47.19114634,47.54870732,47.9034878,48.26397561,48.63319512,49.00931707,49.3815122,49.7414878,50.08480488,50.4124878,50.73297561,51.05814634,51.39729268,51.75778049,52.13853659,52.5345122,52.93621951,53.33273171,53.71509756,54.07990244,54.42860976,54.76678049,55.10039024,55.43397561,55.76709756,56.09226829,56.39753659,56.67790244,56.93490244,57.1775122,57.42278049,57.69521951,58.01126829,58.38192683,58.80712195,59.28378049,59.80182927,60.33721951,60.87041463,61.38492683,61.8667561,62.30597561,62.70265854,63.05885366,,
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.00317073,68.93609756,67.86585366,68.87414634,69.38097561,69.07121951,69.82243902,69.40707317,69.2302439,69.31463415,69.16463415,69.05243902,69.66463415,69.51804878,69.24804878,69.29,69.57317073,69.84804878,69.39390244,69.61536585,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.26829268,,
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.8065122,45.62029268,46.422,47.21160976,47.98909756,48.7544878,49.5072439,50.24787805,50.97443902,51.68741463,52.38687805,53.07182927,53.74231707,54.39885366,55.04095122,55.66863415,56.28139024,56.88021951,57.46358537,58.034,58.59043902,59.13241463,59.66095122,60.176,60.67858537,61.16919512,61.64736585,62.11456098,62.57029268,63.01504878,63.44934146,63.87365854,64.287,64.69034146,65.08270732,65.46607317,65.84046341,66.20536585,66.56180488,66.9102439,67.25121951,67.58573171,67.91426829,68.23631707,68.55039024,68.85443902,69.14595122,69.42290244,69.68529268,69.93309756,70.16785366,70.39156098,70.6072439,70.81743902,,
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.52926829,,,,,,,,77.96585366,,,,,,,,,,,,,
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.38363415,42.112,42.85326829,43.60795122,44.37153659,45.1385122,45.90236585,46.65609756,47.39621951,48.12217073,48.84041463,49.56034146,50.28843902,51.02478049,51.76090244,52.48346341,53.17363415,53.81553659,54.39878049,54.91941463,55.37846341,55.78092683,56.14314634,56.48,56.80034146,57.10802439,57.40536585,57.69229268,57.97080488,58.24690244,58.52919512,58.82482927,59.13697561,59.46778049,59.81880488,60.18856098,60.574,60.9685122,61.367,61.76546341,62.16185366,62.55663415,62.94934146,63.34004878,63.72426829,64.09758537,64.45509756,64.79385366,65.11339024,65.41319512,65.6942439,65.9584878,66.21085366,66.4562439,,
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.6917561,69.90412195,70.08797561,70.24980488,70.39458537,70.52529268,70.64141463,70.7435122,70.83307317,70.91512195,70.99621951,71.08136585,71.17458537,71.28087805,71.40329268,71.54629268,71.71287805,71.90004878,72.1047561,72.32302439,72.54936585,72.77778049,73.00378049,73.22239024,73.43458537,73.64090244,73.84880488,74.06331707,74.28643902,74.51560976,74.74131707,74.95053659,75.1362439,75.29643902,75.43763415,75.57134146,75.83170732,75.98536585,76.1804878,76.08292683,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.89512195,81.04390244,,
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.9455122,45.50895122,46.06580488,46.61807317,47.16980488,47.72814634,48.3007561,48.89270732,49.51058537,50.15834146,50.86397561,51.66158537,52.54446341,53.47880488,54.41046341,55.2134878,55.73592683,55.90787805,55.73068293,55.26553659,54.66739024,54.14336585,53.88914634,54.04153659,54.64714634,55.69931707,57.12419512,58.74592683,60.4014878,61.99804878,63.44595122,64.68682927,65.72936585,66.59046341,67.27202439,67.79543902,68.20204878,68.54812195,68.8837561,69.23253659,69.60770732,70.0042439,70.40119512,70.78136585,71.14534146,71.49331707,71.8295122,72.15860976,72.4842439,72.80792683,73.13014634,73.44931707,73.76273171,74.0687561,,
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.03068293,49.23163415,50.41836585,51.58941463,52.73682927,53.84312195,54.88641463,55.84880488,56.71790244,57.49234146,58.18768293,58.83058537,59.44102439,60.022,60.56114634,60.99273171,61.23002439,61.23880488,61.03509756,60.67712195,60.29114634,60.03585366,60.03980488,60.38209756,61.08031707,62.10660976,63.38246341,64.75990244,66.10614634,67.34256098,68.40256098,69.25097561,69.91170732,70.40931707,70.74865854,70.94656098,71.03129268,71.04034146,71.00292683,70.93470732,70.82992683,70.66741463,70.43104878,70.12356098,69.76865854,69.40790244,69.09156098,68.85946341,68.73468293,68.72795122,68.8297561,69.01578049,69.24192683,69.47168293,,
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.42865854,73.50341463,73.72195122,73.04292683,73.54170732,73.86878049,73.3004878,73.78317073,74.00585366,73.77634146,73.93390244,73.5704878,74.45585366,74.45097561,74.51170732,75.57878049,76.97219512,76.37365854,76.64926829,76.77317073,76.84658537,76.52146341,77.03780488,76.84560976,77.57658537,77.60243902,77.99073171,77.33902439,77.08292683,78.14097561,78.03634146,77.99195122,78.7602439,78.93463415,79.24707317,77.98439024,78.77780488,78.88536585,79.60243902,79.35121951,79.65365854,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,83.11707317,,
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,72.00658537,72.11219512,,,,72.28560976,71.5097561,71.05658537,70.9704878,71.21341463,71.71902439,71.07804878,71.69341463,71.66170732,72.04512195,72.95609756,72.95853659,73.20731707,73.50731707,73.87560976,74.26097561,74.1097561,74.45853659,74.80731707,75.20731707,74.95609756,75.25853659,74.43658537,76.30731707,76.60731707,76.75853659,76.50487805,77.15365854,77.40243902,77.45121951,78.10487805,78,78.14878049,78.65853659,78.95365854,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756,,
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.12390244,69.7602439,69.1497561,69.24804878,70.31170732,70.17170732,70.92609756,70.95658537,70.78,70.81195122,71.55878049,71.80682927,72.07536585,72.02634146,72.73439024,72.64731707,72.99195122,73.36463415,73.69317073,74.00268293,73.94317073,74.35390244,74.81463415,74.6402439,75.3895122,75.47073171,75.77073171,76.2195122,76.37073171,76.8195122,76.97073171,77.0195122,77.4195122,77.72195122,77.92195122,78.17073171,78.52195122,78.82439024,78.97560976,79.42439024,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.2902439,,
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.19182927,64.75970732,65.27978049,65.7544878,66.18785366,66.58531707,66.94982927,67.28836585,67.60536585,67.90480488,68.18812195,68.45429268,68.70182927,68.9312439,69.14604878,69.35629268,69.57056098,69.79436585,70.02573171,70.25963415,70.4855122,70.68834146,70.8544878,70.97392683,71.04409756,71.06143902,71.02990244,70.96153659,70.86941463,70.76309756,70.65370732,70.54834146,70.45060976,70.36760976,70.30539024,70.26895122,70.25826829,70.27278049,70.31143902,70.37526829,70.47129268,70.60460976,70.77573171,70.98168293,71.21843902,71.47841463,71.75607317,72.04080488,72.32302439,72.59414634,72.84712195,73.07639024,73.2824878,73.46892683,,
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.68526829,53.4715122,54.25131707,55.02519512,55.79265854,56.55217073,57.30326829,58.04397561,58.77278049,59.48768293,60.19021951,60.88134146,61.56107317,62.22839024,62.88080488,63.51280488,64.11790244,64.69358537,65.23787805,65.74926829,66.23129268,66.68795122,67.1247561,67.54570732,67.95026829,68.33839024,68.70656098,69.04970732,69.36680488,69.65736585,69.92085366,70.15731707,70.37226829,70.5687561,70.7512439,70.92573171,71.09568293,71.26356098,71.43287805,71.60509756,71.7797561,71.95636585,72.1324878,72.30460976,72.4737561,72.63890244,72.80104878,72.96119512,73.11978049,73.27834146,73.43587805,73.59187805,73.74739024,73.90141463,,
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.66609756,68.31,68.59487805,69.65804878,70.13243902,70.20195122,70.98658537,71.27658537,71.61121951,71.83878049,71.9502439,72.88292683,73.50658537,73.75756098,74.39390244,75.05731707,75.45682927,75.89829268,76.03829268,76.33756098,76.09170732,76.41439024,76.92292683,76.96146341,77.36536585,77.6504878,78.06463415,78.48365854,78.39926829,78.81804878,78.83682927,79.10073171,79.15390244,79.29365854,79.68707317,79.53634146,80.2002439,80.42414634,80.50146341,80.57073171,81.07609756,81.41707317,81.56341463,81.76,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,,
